sim_num,interval_range,taylor_n,L_num_real_solutions,A_num_real_solutions,sampled_parameters,pred_parameters,L_all_real_solutions,A_all_real_solutions,offmul
2,0.2,5,1,1,"(b = 7.315941509686219, c_el = 0.010480361109779266, c_ea = 0.011944866558033477, c_pa = 0.1930378202549173, mu_l = 0.004703562297173629, mu_a = 0.007933969519615799)","(b = 7.315938354806943, c_ea = 0.011944861988008043, c_el = 0.010480361208740354, mu_l = missing, c_pa = missing, mu_a = missing)","[[7.315938354806943, 0.011944861988008043, 0.010480361208740354]]","[[0.036752857393163536, -0.09461196656997774]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
3,0.2,1,1,1,"(b = 5.846458813309188, c_el = 0.011316292395038638, c_ea = 0.009648380333871982, c_pa = 0.19738078182881102, mu_l = 0.004674630954121829, mu_a = 0.0062853219706051466)","(b = 5.646931918362858, c_ea = 0.009255918893306674, c_el = 0.011285854228179234, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.646931918362858, 0.009255918893306674, 0.011285854228179234]]","[[0.022906301481595434, -0.055543661816103526]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
3,0.2,2,2,0,"(b = 5.846458813309188, c_el = 0.011316292395038638, c_ea = 0.009648380333871982, c_pa = 0.19738078182881102, mu_l = 0.004674630954121829, mu_a = 0.0062853219706051466)","(b = 5.831735118075441, c_ea = 0.00962272040618982, c_el = 0.01131541966994262, mu_l = missing, c_pa = missing, mu_a = missing)","[[12.332841658596692, 0.019534345265547367, 0.010803467300958422], [5.831735118075441, 0.00962272040618982, 0.01131541966994262]]",Vector{Float64}[],"[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
3,0.2,3,1,1,"(b = 5.846458813309188, c_el = 0.011316292395038638, c_ea = 0.009648380333871982, c_pa = 0.19738078182881102, mu_l = 0.004674630954121829, mu_a = 0.0062853219706051466)","(b = 5.845788815037911, c_ea = 0.009647224955532866, c_el = 0.011316267463340786, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.845788815037911, 0.009647224955532866, 0.011316267463340786]]","[[0.029748766038470265, -0.08546401938015814]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
3,0.2,4,2,0,"(b = 5.846458813309188, c_el = 0.011316292395038638, c_ea = 0.009648380333871982, c_pa = 0.19738078182881102, mu_l = 0.004674630954121829, mu_a = 0.0062853219706051466)","(b = 5.8464374828060555, c_ea = 0.009648343630781061, c_el = 0.011316291816449914, mu_l = missing, c_pa = missing, mu_a = missing)","[[22.955645894159193, 0.026185295853214698, 0.010659899935788504], [5.8464374828060555, 0.009648343630781061, 0.011316291816449914]]",Vector{Float64}[],"[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
3,0.2,5,1,1,"(b = 5.846458813309188, c_el = 0.011316292395038638, c_ea = 0.009648380333871982, c_pa = 0.19738078182881102, mu_l = 0.004674630954121829, mu_a = 0.0062853219706051466)","(b = 5.846458295075802, c_ea = 0.00964837944267442, c_el = 0.011316292383995723, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.846458295075802, 0.00964837944267442, 0.011316292383995723]]","[[0.03666480549490657, -0.09484679537428731]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
4,0.2,1,1,1,"(b = 7.2010181143931185, c_el = 0.011868614569732604, c_ea = 0.012979835079067612, c_pa = 0.21366473695782, mu_l = 0.004889569368805312, mu_a = 0.007424429470851991)","(b = 6.626641484194686, c_ea = 0.011971910124399977, c_el = 0.011804823115723218, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.626641484194686, 0.011971910124399977, 0.011804823115723218]]","[[0.022930587382569173, -0.05452310338925643]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
4,0.2,2,2,0,"(b = 7.2010181143931185, c_el = 0.011868614569732604, c_ea = 0.012979835079067612, c_pa = 0.21366473695782, mu_l = 0.004889569368805312, mu_a = 0.007424429470851991)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[8.11911040646479, 0.014342527717545461, 0.011927696937110592], [8.33889773529571, 0.014653416516654617, 0.011940721058568592]]",Vector{Float64}[],"[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
4,0.2,3,1,1,"(b = 7.2010181143931185, c_el = 0.011868614569732604, c_ea = 0.012979835079067612, c_pa = 0.21366473695782, mu_l = 0.004889569368805312, mu_a = 0.007424429470851991)","(b = 7.160761955798766, c_ea = 0.012920758238833294, c_el = 0.011866597250786795, mu_l = missing, c_pa = missing, mu_a = missing)","[[7.160761955798766, 0.012920758238833294, 0.011866597250786795]]","[[0.029785776836742894, -0.08475969179537372]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
4,0.2,4,2,0,"(b = 7.2010181143931185, c_el = 0.011868614569732604, c_ea = 0.012979835079067612, c_pa = 0.21366473695782, mu_l = 0.004889569368805312, mu_a = 0.007424429470851991)","(b = 7.205316801663713, c_ea = 0.01298600325073176, c_el = 0.011868786529905436, mu_l = missing, c_pa = missing, mu_a = missing)","[[18.090607943033444, 0.02304241177101523, 0.01214584050343896], [7.205316801663713, 0.01298600325073176, 0.011868786529905436]]",Vector{Float64}[],"[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
4,0.2,5,1,1,"(b = 7.2010181143931185, c_el = 0.011868614569732604, c_ea = 0.012979835079067612, c_pa = 0.21366473695782, mu_l = 0.004889569368805312, mu_a = 0.007424429470851991)","(b = 7.200694088682235, c_ea = 0.012979374888660451, c_el = 0.011868603810609361, mu_l = missing, c_pa = missing, mu_a = missing)","[[7.200694088682235, 0.012979374888660451, 0.011868603810609361]]","[[0.0367217889184035, -0.09462088671826285]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
5,0.2,1,1,1,"(b = 5.33605849791315, c_el = 0.012427744133136371, c_ea = 0.013204430804845945, c_pa = 0.20297463462176474, mu_l = 0.005403801759440044, mu_a = 0.007970238745790368)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[3.3215023282206992, 0.008260802330364286, 0.012505387484780726]]","[[0.022936852733067697, -0.05400787784238028]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
5,0.2,2,0,0,"(b = 5.33605849791315, c_el = 0.012427744133136371, c_ea = 0.013204430804845945, c_pa = 0.20297463462176474, mu_l = 0.005403801759440044, mu_a = 0.007970238745790368)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)",Vector{Float64}[],Vector{Float64}[],"[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
5,0.2,3,1,1,"(b = 5.33605849791315, c_el = 0.012427744133136371, c_ea = 0.013204430804845945, c_pa = 0.20297463462176474, mu_l = 0.005403801759440044, mu_a = 0.007970238745790368)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.068004569386435, 0.01268347051379277, 0.012418927072417343]]","[[0.029797191700113506, -0.08434824092897084]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
5,0.2,4,2,0,"(b = 5.33605849791315, c_el = 0.012427744133136371, c_ea = 0.013204430804845945, c_pa = 0.20297463462176474, mu_l = 0.005403801759440044, mu_a = 0.007970238745790368)","(b = 5.396071665554206, c_ea = 0.013317384759612208, c_el = 0.012429429188288934, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.396071665554206, 0.013317384759612208, 0.012429429188288934], [10.003930054263709, 0.01966800696602026, 0.012579098572812565]]",Vector{Float64}[],"[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
5,0.2,5,1,1,"(b = 5.33605849791315, c_el = 0.012427744133136371, c_ea = 0.013204430804845945, c_pa = 0.20297463462176474, mu_l = 0.005403801759440044, mu_a = 0.007970238745790368)","(b = 5.3305565815734655, c_ea = 0.013194026701390766, c_el = 0.012427617234587905, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.3305565815734655, 0.013194026701390766, 0.012427617234587905]]","[[0.036741193732751115, -0.0943875295450702]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
6,0.2,1,1,1,"(b = 5.537453901417709, c_el = 0.010673417005085903, c_ea = 0.012437855645272153, c_pa = 0.19913684009807853, mu_l = 0.005625242117410632, mu_a = 0.0067333647337096325)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[2.9604532410533575, 0.005191566572521037, 0.010093945201911363]]","[[0.02290450802039439, -0.055086864431105]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
6,0.2,2,0,0,"(b = 5.537453901417709, c_el = 0.010673417005085903, c_ea = 0.012437855645272153, c_pa = 0.19913684009807853, mu_l = 0.005625242117410632, mu_a = 0.0067333647337096325)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)",Vector{Float64}[],Vector{Float64}[],"[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
6,0.2,3,1,1,"(b = 5.537453901417709, c_el = 0.010673417005085903, c_ea = 0.012437855645272153, c_pa = 0.19913684009807853, mu_l = 0.005625242117410632, mu_a = 0.0067333647337096325)","(b = 5.518166161166526, c_ea = 0.012401774553772659, c_el = 0.010673892551186516, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.518166161166526, 0.012401774553772659, 0.010673892551186516]]","[[0.029749949524054707, -0.08502985925152498]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
6,0.2,4,2,0,"(b = 5.537453901417709, c_el = 0.010673417005085903, c_ea = 0.012437855645272153, c_pa = 0.19913684009807853, mu_l = 0.005625242117410632, mu_a = 0.0067333647337096325)","(b = 5.538371657673119, c_ea = 0.012439567571428244, c_el = 0.0106733951242671, mu_l = missing, c_pa = missing, mu_a = missing)","[[14.941058212486734, 0.023302178734928763, 0.010381384308019383], [5.538371657673119, 0.012439567571428244, 0.0106733951242671]]",Vector{Float64}[],"[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
6,0.2,5,1,1,"(b = 5.537453901417709, c_el = 0.010673417005085903, c_ea = 0.012437855645272153, c_pa = 0.19913684009807853, mu_l = 0.005625242117410632, mu_a = 0.0067333647337096325)","(b = 5.537421098809133, c_ea = 0.012437794483083728, c_el = 0.010673417774807518, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.537421098809133, 0.012437794483083728, 0.010673417774807518]]","[[0.036670413804504955, -0.0944883433265384]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
7,0.2,1,1,1,"(b = 7.162305190549707, c_el = 0.014362691984829857, c_ea = 0.011969525570447125, c_pa = 0.21523441007857771, mu_l = 0.004976468186236472, mu_a = 0.008354375330195167)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[-3.7418413845508995, 0.036475426859328704, 0.008240434138435474]]","[[0.022951616809552718, -0.05369581055713757]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
7,0.2,2,0,0,"(b = 7.162305190549707, c_el = 0.014362691984829857, c_ea = 0.011969525570447125, c_pa = 0.21523441007857771, mu_l = 0.004976468186236472, mu_a = 0.008354375330195167)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)",Vector{Float64}[],Vector{Float64}[],"[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
7,0.2,3,1,1,"(b = 7.162305190549707, c_el = 0.014362691984829857, c_ea = 0.011969525570447125, c_pa = 0.21523441007857771, mu_l = 0.004976468186236472, mu_a = 0.008354375330195167)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.44518508731878, 0.009206919281055501, 0.01433764674405392]]","[[0.029817442236700943, -0.08420276884546123]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
7,0.2,4,0,0,"(b = 7.162305190549707, c_el = 0.014362691984829857, c_ea = 0.011969525570447125, c_pa = 0.21523441007857771, mu_l = 0.004976468186236472, mu_a = 0.008354375330195167)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)",Vector{Float64}[],Vector{Float64}[],"[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
7,0.2,5,1,1,"(b = 7.162305190549707, c_el = 0.014362691984829857, c_ea = 0.011969525570447125, c_pa = 0.21523441007857771, mu_l = 0.004976468186236472, mu_a = 0.008354375330195167)","(b = 6.919412524307536, c_ea = 0.011621787736425864, c_el = 0.01435971525617241, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.919412524307536, 0.011621787736425864, 0.01435971525617241]]","[[0.03677024183132221, -0.09447252571891436]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
8,0.2,1,1,1,"(b = 5.751700741351064, c_el = 0.011158670499341519, c_ea = 0.010128409402525877, c_pa = 0.2217265605485873, mu_l = 0.004319262462102131, mu_a = 0.0077050621086744795)","(b = 5.322834755438953, c_ea = 0.00931065667598047, c_el = 0.011102127706305934, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.322834755438953, 0.00931065667598047, 0.011102127706305934]]","[[0.022944747677533555, -0.054311592791412226]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
8,0.2,2,2,0,"(b = 5.751700741351064, c_el = 0.011158670499341519, c_ea = 0.010128409402525877, c_pa = 0.2217265605485873, mu_l = 0.004319262462102131, mu_a = 0.0077050621086744795)","(b = 5.725736060793271, c_ea = 0.010082903106270264, c_el = 0.011157885228241123, mu_l = missing, c_pa = missing, mu_a = missing)","[[11.387454822372984, 0.018816301451309355, 0.01069790056352871], [5.725736060793271, 0.010082903106270264, 0.011157885228241123]]",Vector{Float64}[],"[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
8,0.2,3,1,1,"(b = 5.751700741351064, c_el = 0.011158670499341519, c_ea = 0.010128409402525877, c_pa = 0.2217265605485873, mu_l = 0.004319262462102131, mu_a = 0.0077050621086744795)","(b = 5.75079543779951, c_ea = 0.010126825299149825, c_el = 0.011158653190937406, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.75079543779951, 0.010126825299149825, 0.011158653190937406]]","[[0.02980454453949211, -0.08470002977486413]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
8,0.2,4,2,0,"(b = 5.751700741351064, c_el = 0.011158670499341519, c_ea = 0.010128409402525877, c_pa = 0.2217265605485873, mu_l = 0.004319262462102131, mu_a = 0.0077050621086744795)","(b = 5.751677247661119, c_ea = 0.010128368283892098, c_el = 0.011158670150000534, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.751677247661119, 0.010128368283892098, 0.011158670150000534], [21.478594254922328, 0.025802282852083535, 0.010508870592588822]]",Vector{Float64}[],"[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
8,0.2,5,1,1,"(b = 5.751700741351064, c_el = 0.011158670499341519, c_ea = 0.010128409402525877, c_pa = 0.2217265605485873, mu_l = 0.004319262462102131, mu_a = 0.0077050621086744795)","(b = 5.751700263740805, c_ea = 0.010128408566472142, c_el = 0.011158670493348573, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.751700263740805, 0.010128408566472142, 0.011158670493348573]]","[[0.03674798806585578, -0.09476228475642555]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
9,0.2,1,1,1,"(b = 5.41333548196279, c_el = 0.011962143507481735, c_ea = 0.013219772215064454, c_pa = 0.17698782869530424, mu_l = 0.00442968705559074, mu_a = 0.008076889486285524)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[4.755053547597097, 0.01178004956425442, 0.0118841371050616]]","[[0.022952165877226444, -0.053975977626333965]]","[0.9556629367411609, 0.8853017262663835, 1.021531201972037]"
