interval_range,taylor_n,num_solutions,num_real_solutions,pred_parameters,sampled_parameters,sampled_u0
0.2,3,17,1,"Number[3.157894867235259, 0.002662058516959794, 0.004689464789624066, 0.005185215993032896, 0.009148036529908395, 0.1891434322375971]","[6.490571584696851, 0.011825942105045742, 0.010649180216876103, 0.0052100851549755686, 0.18914343223759708, 0.009137819187244062]","[285.0195672695803, 5.504898834073147, 80.53817785382202]"
0.2,3,26,1,"Number[2.6705676099401185, 0.002339925806407353, 0.005136333178061444, 0.004634695197889704, 0.0069055275099956384, 0.20659832377007278]","[7.50452796669008, 0.009939644936708666, 0.010715567092999879, 0.004672861176171412, 0.20659832377007287, 0.0068959518544533405]","[236.02377400728307, 5.323943664365615, 107.00225145123164]"
0.2,3,5,1,"Number[2.547701234973827, 0.0032213342791409623, 0.004611400278459092, 0.0043616528941195195, 0.006689490234951013, 0.21549123710032794]","[5.4815978051795184, 0.012473255518751641, 0.010634517764825475, 0.004380865919582784, 0.21549123710032786, 0.006682593645183274]","[271.92895657346617, 5.385585193825874, 93.7453851336644]"
0.2,3,1,1,"Number[2.8263693206619576, 0.0005606379745838123, 0.006366606885254383, 0.004338746390879811, 0.006270764308223039, 0.24541618657456082]","[7.20275379108145, 0.013275420502540543, 0.009760974467348534, 0.004354798344160769, 0.24541618657456082, 0.006266520894819667]","[230.95223584520818, 4.457220664738201, 89.80520500905841]"
0.2,3,7,1,"Number[2.6738667920041865, 0.001965800386836285, 0.004630991250886251, 0.005022732427229912, 0.007443275814789608, 0.2078552867284917]","[6.644272494106796, 0.014333217887229091, 0.009645499224815257, 0.005084964837579389, 0.20785528672849177, 0.007433166523079332]","[293.1105300122474, 4.872493856845237, 111.83766229417108]"
0.2,3,7,1,"Number[2.5537733216914815, 0.0035705450689069245, 0.004960719805290301, 0.005087679318288601, 0.008234728122264324, 0.2072446784736412]","[6.206881361212984, 0.010632003092833901, 0.011900465120975496, 0.005124421360132466, 0.2072446784736413, 0.008227393061509027]","[233.48980728712866, 4.522848423091617, 93.97325584475675]"
0.2,3,12,1,"Number[3.019262409433389, 0.0021818274108181585, 0.004702474146208319, 0.004371847500851541, 0.006892116542689914, 0.2379944614358802]","[7.168403739100864, 0.012949995845803527, 0.010891607425480204, 0.004389497308165616, 0.2379944614358802, 0.006885360271137515]","[290.70807418440353, 5.424826114912868, 90.9665109475462]"
0.2,3,12,1,"Number[2.051837029812703, 0.003974423076567531, 0.00481775624364441, 0.0037934949344041896, 0.006619321541995852, 0.21298509506669716]","[5.770802118622183, 0.012877343540384254, 0.01350001645595511, 0.0038064281535685417, 0.2129850950666972, 0.006613803680198555]","[238.49497305841476, 5.844497850924379, 99.57777525302492]"
0.2,3,8,1,"Number[2.4071399492209444, 0.003394096337253941, 0.003996194905616547, 0.005089984743113554, 0.008526888286593683, 0.21040284137989465]","[7.175602061520304, 0.01343157489190498, 0.0122967918573324, 0.005166974995482739, 0.21040284137989457, 0.008518209368753712]","[294.72062726105867, 4.608620157703667, 117.35079156255631]"
0.2,3,24,1,"Number[2.319006909062648, 0.003988126364124592, 0.005042996202404369, 0.0044424067443209056, 0.006529612722125238, 0.17228992875277305]","[5.83051535752036, 0.011013725656909936, 0.013392503811083336, 0.004458851026496639, 0.17228992875277302, 0.006523791786692069]","[228.179738371072, 5.039236728061725, 87.25848306302633]"
0.2,3,2,1,"Number[2.3068721764125186, 0.003579110144261324, 0.004299109537847317, 0.0048648825844035395, 0.007950949807417503, 0.18015684063909237]","[7.357687951200036, 0.011280826652140847, 0.013318692964066538, 0.004917106572353856, 0.18015684063909246, 0.00794226623266728]","[266.33098575036354, 4.8436324493050655, 110.76968924045426]"
0.2,4,64,0,"Number[2.5374676346991203 - 0.3100952956265485im, 0.0015134873234023678 - 0.0008660585607627502im, 0.005647850886465115 - 0.0027599552312328516im, 0.020457549631348354 + 3.982729777831131e-59im, 0.00670293904152794 - 9.956824444577827e-60im, 0.21278766817018102 + 0.0im]","[6.775550977244369, 0.013254372800258093, 0.009347374031278026, 0.0049178770628011586, 0.21278766817018105, 0.008787656936978399]","[272.12982976151346, 5.630675413481325, 115.23931943350934]"
0.2,4,64,0,"Number[2.3038458064123546 + 0.5490776455177067im, 0.0038417877216703217 + 0.0019590099212052716im, 0.0056712173980934385 + 0.002751021988797979im, 0.022614536683784874 + 5.795634610449096e-70im, 0.00792909305981988 - 4.636507688359277e-69im, 0.17980979105195738 + 0.0im]","[5.508733670719733, 0.012871834349991682, 0.011150416200236917, 0.005483551572433819, 0.17980979105195738, 0.009047555647377501]","[227.68124150891342, 4.053269728562624, 104.78219488671883]"
0.2,4,64,0,"Number[1.2743548572824983 + 0.9401934411214814im, 0.0006306885073773719 + 0.005756928827128225im, 0.0009031031666406934 + 0.007571708270047158im, 0.005183364126493169 - 0.02662608912070419im, 0.001236521591556951 + 0.003204803228213008im, 0.1918034082349126 + 0.0im]","[6.027274358425405, 0.013108309246662118, 0.012930118901395189, 0.004219581590230642, 0.1918034082349126, 0.00885682599167255]","[254.0967721901918, 5.386549496652061, 100.15637279978802]"
0.2,4,64,0,"Number[1.6875184762452364 - 2.89483221700851im, 0.00976736549462198 - 0.014657590449639112im, -0.0022065578067407845 + 0.015705978509642733im, 0.029617016517709822 - 3.111507638930571e-61im, 0.005495203630516979 + 2.4892061111444567e-60im, 0.20015950520825354 + 0.0im]","[5.412045931057849, 0.0100140928174406, 0.013040340416476429, 0.0056350586038716255, 0.20015950520825354, 0.008425505541126276]","[237.56156627003395, 4.101387078151741, 81.62333782053902]"
0.2,4,64,0,"Number[0.20329022026584154 - 0.16998378860454944im, 0.01249203818957071 - 0.0356368836159793im, -0.004709882589667376 + 0.027924789161440606im, 0.019752017573307495 + 2.967364920549937e-66im, 0.008290730273234969 + 2.3738919364399497e-66im, 0.16694533252345994 + 0.0im]","[7.524764182246798, 0.014439693156215426, 0.00940348624411222, 0.005397189999589826, 0.16694533252345992, 0.008952114192515515]","[245.57885862064643, 4.043908719073015, 118.27836734901328]"
0.2,4,64,0,"Number[2.4659072046449557 + 0.37689566530781754im, 0.002155106146682183 + 0.0011582542293955768im, 0.005445516040960431 + 0.0026916876102213794im, 0.02101232208567964 + 5.527147875260445e-75im, 0.003840886199237342 + 0.0im, 0.23759608671751464 + 0.0im]","[7.144480850060221, 0.013763513516772073, 0.010710676857003913, 0.004137466988661523, 0.2375960867175146, 0.006459947146364085]","[269.2416168097082, 5.35792316226894, 114.66504677289706]"
0.2,4,64,0,"Number[1.248278958653656 + 0.9373958491728933im, 0.0007638797733840854 + 0.006733766205551379im, 0.0007687694544120931 + 0.006815440793357142im, 0.005780653291801671 - 0.02954462487694854im, 0.0014163951856094022 + 0.0027244931320815316im, 0.22238965577809502 + 0.0im]","[5.282252560490221, 0.013980834825873874, 0.013476779477121616, 0.004428043353199476, 0.22238965577809497, 0.00806770156761985]","[277.6265986351386, 4.458235263915797, 90.60498297369136]"
0.2,4,64,0,"Number[2.4157179609750887 - 0.658378175791122im, 0.002760545237387462 - 0.0017614107440015437im, 0.006434196552202973 - 0.0026627406884616924im, 0.004592903162592996 - 0.024135457186437857im, 0.0026813207960592277 + 0.0025105520182042173im, 0.2464962796147661 + 0.0im]","[7.425003505407691, 0.010640801149068933, 0.011476204462312178, 0.004730423116640452, 0.24649627961476614, 0.00817631183669965]","[206.59113096916622, 5.446029231012293, 110.07077630095948]"
0.2,4,64,0,"Number[4.918907511781319 + 2.0813437790032823im, 0.008504039197048634 + 0.005362994248305904im, -0.0013684680225878204 - 0.009880591421870309im, 0.004617015421430066 + 0.0im, 0.007952345801123846 + 0.0im, 0.2285249816125043 + 0.0im]","[6.7192787267983585, 0.013504893118679943, 0.01059932901783056, 0.004615901708863267, 0.22852498161250429, 0.007952734025033766]","[297.4314072221266, 4.281355154140838, 80.13215354300476]"
0.2,4,64,0,"Number[1.2972064973830977 + 2.8426674637718747im, 0.008941078434850702 + 0.013219457910865429im, -0.0022513019640077476 - 0.014979428283419716im, 0.0054673664760594215 - 0.028354538102656486im, -0.0009432758643869251 + 0.0036675055365307683im, 0.1776056296855227 + 0.0im]","[5.88942270039551, 0.010219711674638112, 0.013361067650262105, 0.004946271021512666, 0.1776056296855227, 0.00739792308510914]","[251.35982666087418, 5.293458216096157, 93.51801945423793]"
0.2,4,64,0,"Number[2.788099386129951 + 0.5550144666332985im, 0.00013786046972941182 + 0.0016784882508051476im, 0.0009794747051949245 + 0.008519882514023866im, 0.006046874847624021 + 0.030815180132134704im, -0.0045421882972537676 - 0.0044586181519177814im, 0.24270747799878153 + 0.0im]","[7.110135759493047, 0.01399688803574799, 0.009620574105894722, 0.004468168375886967, 0.24270747799878156, 0.00625211113547179]","[277.3986831173925, 5.115975988660059, 86.17090171967689]"
0.2,4,64,0,"Number[4.6378086554975555 + 1.7282201157764179im, 0.009989358497391325 + 0.005791446158843972im, -0.0021718368271246014 - 0.011395536170456706im, 0.005427409941099835 + 0.0im, 0.007959602402890037 + 0.0im, 0.23177714117642953 + 0.0im]","[7.092377699865358, 0.010672375981570989, 0.01234662552584579, 0.005423946715008127, 0.2317771411764296, 0.007960420609131923]","[264.51864447325977, 4.074670832276547, 85.8127849898801]"
0.2,4,64,0,"Number[-0.07689882949121106 - 3.0126693140124927im, 0.011846352462484729 - 0.024755874014559347im, -0.004327107527136193 + 0.023737792140460602im, 0.024975381341086546 + 1.2272733663244316e-91im, 0.006451887757519895 + 2.889847725938974e-91im, 0.1912009786720015 + 0.0im]","[6.678741075552727, 0.009804607387818529, 0.010600508899922523, 0.00483034914443271, 0.19120097867200153, 0.008695958967160727]","[208.82365932559088, 4.391352852001396, 96.9571226085592]"
0.2,4,64,0,"Number[2.91374444504923 + 0.4261038372922392im, 0.0024889962773100116 + 0.0013366981372874272im, 0.005672271153529995 + 0.0027621648720016546im, 0.005122143788747766 + 2.8298997121333476e-73im, 0.007851130716522001 + 1.131959884853339e-72im, 0.20843059162354097 + 0.0im]","[6.200380089492902, 0.012789764781004883, 0.009958897816134534, 0.005119010895298471, 0.20843059162354088, 0.00785209699755534]","[261.3230988628248, 4.663125107972647, 89.7724456784172]"
0.2,4,64,0,"Number[-1.5173934633818644 - 2.1338126359320793im, 0.0006909440166251094 - 0.021585722291887037im, 0.0006511620013666326 + 0.017204331898795im, 0.0047027295116477555 + 0.0im, 0.008365330602481492 + 0.0im, 0.20431325723323981 + 0.0im]","[5.516233526643533, 0.01049081515919961, 0.011487741605863029, 0.004698822346899399, 0.20431325723323981, 0.00836679665656739]","[277.6418556548606, 5.754485375747698, 104.77522272463005]"
0.2,4,64,0,"Number[3.1823219010419685 + 0.8009213725600038im, 0.008084907885760795 + 0.0027737363155569657im, -0.0024053474285519495 - 0.010507885689041171im, 0.004538160467894614 - 0.023360744329326815im, 0.002822142440999343 + 0.002585760793148092im, 0.17428009739623282 + 0.0im]","[6.340242963422559, 0.012328931259808914, 0.012961843188619562, 0.0037837388319407186, 0.17428009739623282, 0.00896178159053037]","[269.14881925557756, 5.647488906457795, 114.44309378608253]"
0.2,4,64,0,"Number[-0.11856055791468197 + 0.9150514174202296im, -0.0037041312574307424 + 0.015177969968065936im, 0.00868224020930683 - 0.009749435562336319im, 0.004718185273168565 - 0.024200166760931167im, 3.518036123823768e-5 + 0.0032143728508593275im, 0.1714620047766661 + 0.0im]","[6.478264486029232, 0.011271722406089186, 0.013799995482858604, 0.0037740331432564896, 0.1714620047766661, 0.007715829637504561]","[260.9963431545324, 5.810545835389622, 110.18736999977594]"
0.2,4,64,0,"Number[0.5805642277388544 + 1.0348100134554772im, -0.003900154333626258 + 0.011029352042369033im, 0.007550554512058491 - 0.0005540415849724091im, 0.02619578914843954 - 2.5489470578119236e-56im, 0.005574169591248494 - 5.097894115623847e-56im, 0.20709596981173298 + 0.0im]","[5.348218068562562, 0.014028610372995671, 0.011669003959216382, 0.004469855462382039, 0.20709596981173298, 0.008753919585675767]","[269.4016010262809, 4.670255832183119, 93.27417911572888]"
0.2,4,64,0,"Number[2.168447435415473 - 2.577101020127349im, 0.007449780324422004 - 0.010617193693092579im, -0.0012397945496077554 + 0.011639534681568382im, 0.006179543843796276 + 0.031281259429801im, 0.0015036809830860619 - 0.002816450291561266im, 0.1778620334076869 + 0.0im]","[5.3284396708264214, 0.01086893331857208, 0.01157656166433079, 0.0041706765452346395, 0.17786203340768694, 0.008672836458257047]","[294.66389006948225, 4.26898863781102, 85.84147064027577]"
0.2,4,64,0,"Number[0.3393465674888744 - 4.2995900913715195im, 0.008762294944625269 - 0.017433572285920552im, -0.002079941759283321 + 0.01443125855771957im, 0.005143748346713123 + 0.0266136010826006im, 0.0035141151705794507 - 0.002234194108299309im, 0.18385575679056085 + 0.0im]","[7.78662019000693, 0.010455903566702018, 0.010265859878924756, 0.004536546672671788, 0.18385575679056088, 0.008733190182964548]","[296.0595917381491, 4.695616657641194, 100.47880781090714]"
0.2,5,68,1,"Number[2.758206893933562, 0.004517613174140244, 0.006624839428842022, 0.0038300415026539395, 0.008429004854901724, 0.18531692058912166]","[5.852378821581034, 0.010366126700943168, 0.011308628645277428, 0.0038301092882920013, 0.1853169205891217, 0.008428968185731987]","[237.87081743289696, 5.4350964325911715, 99.05102527809116]"
0.2,5,56,1,"Number[3.1874968752075503, 0.004417144839848383, 0.005668609126990889, 0.0047494673559314755, 0.006274980068351929, 0.23835566425859733]","[5.796148304334097, 0.009812767948343603, 0.010083194376995947, 0.0047496696378556275, 0.23835566425859733, 0.006274891378443214]","[293.11643234947894, 4.963196922928626, 94.25484270854243]"
0.2,5,106,1,"Number[2.4141849533221125, 0.005106387311894992, 0.006503693387651892, 0.003870468384518249, 0.006443320012912658, 0.18899672987970945]","[6.116035497883185, 0.010920743747330295, 0.012476707013850528, 0.003870623021824103, 0.18899672987970956, 0.006443266261552291]","[223.63824128886722, 4.956112174849941, 114.99479889846432]"
0.2,5,74,1,"Number[3.2524386871111703, 0.00317290400602925, 0.007788252733669518, 0.004239114567623721, 0.007731572327377078, 0.1802436815432791]","[6.261434593078232, 0.010637612540723502, 0.009674549727894539, 0.004239181869498125, 0.18024368154327905, 0.007731519154231422]","[214.07456518380064, 5.935944433555662, 86.76102576428755]"
0.2,5,27,1,"Number[2.7021803235275175, 0.004490136873117169, 0.006101485978391556, 0.004600597681701883, 0.009039503130509934, 0.22822150949924125]","[5.832904774026899, 0.011491496852064638, 0.01057009654645812, 0.004601069352236134, 0.22822150949924125, 0.009039397794849767]","[258.4946926339116, 4.750289204425867, 115.8019440708475]"
0.2,5,61,1,"Number[2.9912631982085123, 0.004883688184145151, 0.006098764664768369, 0.004307841963974297, 0.008020169262389057, 0.2244654278438648]","[5.4583944694819815, 0.009885273484714881, 0.010872226731942783, 0.00430792364602402, 0.22446542784386483, 0.008020141312591171]","[263.752417211263, 4.196187726567459, 89.70326223202171]"
0.2,5,69,1,"Number[2.631590746710907, 0.004699765574428077, 0.006402466589361547, 0.003760360557961265, 0.006808153609395223, 0.22201361908437972]","[6.208885777231712, 0.013107152343747982, 0.012747017920396701, 0.003760420591977808, 0.22201361908437978, 0.006808116068070701]","[259.3729756686878, 5.631603344782183, 98.61355500651626]"
0.2,5,44,1,"Number[2.9987022172015116, 0.003626914742289369, 0.006022615520762964, 0.005404802208235185, 0.008073308963123221, 0.22960323683934794]","[7.256780099647718, 0.013675225652474216, 0.011208583485142342, 0.005405837877621952, 0.22960323683934797, 0.00807312221635868]","[289.98901117546654, 4.404970051782605, 110.59143966531948]"
0.2,5,20,1,"Number[2.715631566714706, 0.004274367714855787, 0.00595704595425967, 0.003955133264552456, 0.007456387171428649, 0.17728105884493459]","[6.223489267916043, 0.013773871417449476, 0.01212182330410009, 0.003955217606990356, 0.1772810588449346, 0.007456351549476844]","[289.2057326385591, 4.879192190276644, 99.69804861580987]"
0.2,5,87,1,"Number[3.0188183459366065, 0.0022328501714967207, 0.00845609752713114, 0.0054776660276394705, 0.00839954937228234, 0.20000059354596694]","[6.487903543976214, 0.013105613522875292, 0.009984687741320433, 0.005478019600392172, 0.20000059354596705, 0.008399328148379105]","[218.83453495498554, 5.967902945562275, 87.66331468908578]"
0.2,5,122,1,"Number[3.675829729110543, 0.0014049279434311924, 0.007096170809276523, 0.005374377459795543, 0.008251637286153626, 0.23002586253573165]","[7.813650814417129, 0.011292311786556734, 0.009363396008372845, 0.0053746376278491995, 0.2300258625357316, 0.008251539565793225]","[274.57747412547815, 4.574324625295164, 85.44809849545015]"
0.2,5,87,1,"Number[2.686780214560908, 0.004709347142270136, 0.007263309518216725, 0.005372228324226408, 0.008973200460273716, 0.1698720502508851]","[6.322495285020723, 0.011797195212759761, 0.011980550690979008, 0.005373039658757339, 0.169872050250885, 0.008973039152209468]","[211.33560616067894, 4.463353713221606, 106.45976188443302]"
0.2,5,67,1,"Number[2.902054197716306, -0.00034603658514012443, 0.009461953257197963, 0.005140878556722591, 0.008762572401017816, 0.20083700752438244]","[7.382370579935113, 0.013854059862705916, 0.009485872372317837, 0.005141090055181931, 0.20083700752438233, 0.008762465318350381]","[218.30919444666253, 5.214912779818562, 86.27521607825257]"
0.2,5,68,1,"Number[2.9781860349078877, 0.004980276765402921, 0.006124479983981113, 0.004603854978390781, 0.00834905459772867, 0.21276712593341388]","[5.670652538279979, 0.010282213708242916, 0.011540646566148569, 0.004603971771167903, 0.21276712593341382, 0.008348978913962926]","[265.47520423012764, 5.662728727676235, 87.64623193776148]"
