param_set,taylor_n,num_solutions,num_real_solutions,true_parameters,pred_parameters
39,13,2197,1,"[6.267696321912104, 0.012104697232049641, 0.012286284625206482, 0.004933887439579009, 0.15799258498454846, 0.00916202588107796]","[4.921279088602903, 0.011686903342855156, 0.009954866361416867, 0.004933887439578999, 0.15799258498454852, 0.009162025881077986]"
40,13,2197,1,"[4.965122832405764, 0.013550889057522851, 0.013297255979743829, 0.005132541158968652, 0.2252774874009154, 0.008200917457691975]","[4.5252872463027005, 0.01187232086520984, 0.012462317888027376, 0.005132541158968629, 0.22527748740091535, 0.008200917457692044]"
41,13,2197,1,"[6.98115551684737, 0.011059056808838398, 0.01096057087551152, 0.005798862416068814, 0.19188516055721902, 0.008194119071271941]","[5.759564994377887, 0.010933704585094822, 0.009092463388618776, 0.005798862416068688, 0.19188516055721902, 0.008194119071272115]"
42,13,2197,1,"[7.745040241625919, 0.009395605200774924, 0.010738803003526165, 0.004447189812627253, 0.19689837516656222, 0.00675067632041102]","[6.637076329674351, 0.0093616232624639, 0.00924145967112774, 0.004447189812627249, 0.19689837516656222, 0.006750676320411132]"
43,13,2197,1,"[7.620826062229357, 0.012596848362742146, 0.014098026232581422, 0.0045107008536351394, 0.21043345958897258, 0.00840071703418372]","[5.049678091269772, 0.01196259974326202, 0.010126168223007652, 0.004510700853635135, 0.21043345958897247, 0.00840071703418371]"
44,13,2197,1,"[5.570979808248683, 0.013426250261769041, 0.011580231228025217, 0.005394117368447722, 0.20180399573264038, 0.0068528724142691445]","[4.7384254041305605, 0.012419078872819834, 0.01005697116497968, 0.005394117368447675, 0.20180399573264038, 0.0068528724142692485]"
45,13,2197,1,"[7.5439388679399695, 0.014073132458029436, 0.012325849229302516, 0.005671055767037452, 0.16155487790351708, 0.008293320801668704]","[4.654632942079329, 0.013219738018522165, 0.007646575484519001, 0.005671055767037362, 0.16155487790351708, 0.008293320801668735]"
46,13,2197,1,"[6.98236168375788, 0.011932680609829946, 0.012354353377790693, 0.0058509534730154765, 0.21312446553980793, 0.008415863763514674]","[5.478337031323684, 0.011560407317478375, 0.010012279759532648, 0.005850953473015333, 0.21312446553980793, 0.008415863763514867]"
47,13,2197,1,"[6.5936093885225695, 0.012104051113898963, 0.010658656516298775, 0.004630724347196348, 0.25605694821644487, 0.0070976564581751115]","[5.179834599825994, 0.011854345817251739, 0.00832964476436557, 0.004630724347196342, 0.2560569482164449, 0.007097656458175101]"
48,13,2197,1,"[8.19910471764612, 0.009939184369384478, 0.010874372952903081, 0.005278945531270525, 0.16494351367998683, 0.008415997850056233]","[6.609486559189646, 0.00989316428626773, 0.008774050175012758, 0.0052789455312704904, 0.16494351367998683, 0.008415997850056346]"
49,13,2197,1,"[7.118208269774389, 0.013691462013001292, 0.009671907259368786, 0.004145781806387207, 0.23720684290053262, 0.00689409080187802]","[4.316503237115467, 0.013379723846852222, 0.004824027392594624, 0.004145781806387206, 0.2372068429005326, 0.006894090801877987]"
50,13,2197,1,"[5.579604914043721, 0.012148170296665966, 0.010351609956861742, 0.003570428144838328, 0.16936286146588614, 0.009189066413435122]","[4.569158305857107, 0.011883802062800113, 0.00842846857375347, 0.003570428144838327, 0.16936286146588622, 0.009189066413435068]"
51,13,2197,1,"[7.522302877418577, 0.012936704782155023, 0.01038250354235866, 0.00427820190641092, 0.156172370321283, 0.007977497828519047]","[4.641849821294113, 0.012710496053306056, 0.005694068017452551, 0.004278201906410917, 0.15617237032128298, 0.007977497828519154]"
52,13,2197,1,"[7.875866007563948, 0.012369187753037419, 0.008960875018138088, 0.0043459610322643585, 0.2416060940088652, 0.009321164886166666]","[4.923888275024898, 0.012268468881523375, 0.004384046744032219, 0.004345961032264357, 0.2416060940088653, 0.009321164886166602]"
53,13,2197,1,"[5.627519640469609, 0.014192696920652826, 0.01197240103125936, 0.00542043576358685, 0.22384090862819966, 0.006488113356935676]","[4.767723393016236, 0.012628180237248838, 0.010425861035108, 0.005420435763586801, 0.2238409086281996, 0.006488113356935644]"
54,13,2197,1,"[5.33292053820531, 0.013456771801994465, 0.014000252676576827, 0.0058264105227894625, 0.2561121351800903, 0.006803982996434159]","[4.945072374787675, 0.01159729086120667, 0.01334362735057229, 0.005826410522789327, 0.25611213518009035, 0.0068039829964341965]"
55,13,2197,1,"[7.82434707402412, 0.013646171822020717, 0.009144663945922015, 0.004768674437125702, 0.1764901835812206, 0.0063035818670803025]","[4.122218018161633, 0.01346619125178229, 0.0029090159890953447, 0.004768674437125694, 0.17649018358122054, 0.00630358186708036]"
56,13,2197,1,"[8.22668910912632, 0.01178072038307888, 0.009403810159166071, 0.005345628936891786, 0.16864769956661668, 0.008892508696196325]","[5.397937389837724, 0.01170105248358853, 0.005287588873421453, 0.005345628936891746, 0.16864769956661665, 0.008892508696196365]"
57,13,2197,1,"[7.290890724227625, 0.014711402690501994, 0.012389919550446722, 0.005501858977644381, 0.23780676030724354, 0.0065381388224077935]","[4.689756939574919, 0.013391445508929177, 0.008142667072053385, 0.005501858977644319, 0.23780676030724363, 0.006538138822407937]"
58,13,2197,1,"[6.148220939657348, 0.010897779108764202, 0.011314882311948462, 0.003579146358508549, 0.21117876991458068, 0.005748688984749778]","[5.118528072794512, 0.010765217473173588, 0.009550692942827099, 0.003579146358508547, 0.2111787699145806, 0.0057486889847496924]"
59,13,2197,1,"[5.390239569163156, 0.014767891873257416, 0.014296635812806343, 0.004374712762444906, 0.20415227641404554, 0.007576234799686455]","[4.288390740333964, 0.01228488239064786, 0.012142917499479508, 0.004374712762444904, 0.20415227641404554, 0.007576234799686401]"
60,13,2197,1,"[6.955403478981191, 0.010766670195396306, 0.010351757585733297, 0.0035886669629090076, 0.17576949407068496, 0.007613923383067447]","[5.497793443086486, 0.010690322989591867, 0.008074995624506698, 0.0035886669629090055, 0.17576949407068504, 0.007613923383067646]"
61,13,2197,1,"[6.207250096911151, 0.012457560637943373, 0.014125240369114465, 0.00396093353536495, 0.1816997989646608, 0.007542336118489025]","[4.52673795324225, 0.011719659979890286, 0.011096668527030389, 0.003960933535364949, 0.18169979896466076, 0.00754233611848904]"
62,13,2197,1,"[5.139705738210722, 0.013323921127374964, 0.009932737440784385, 0.003923357155045423, 0.24379447215695416, 0.009487510311200757]","[4.4273966640822975, 0.012669485078206795, 0.008519758475365015, 0.003923357155045421, 0.24379447215695416, 0.009487510311200886]"
63,13,2197,1,"[7.807656967274859, 0.014568418539052896, 0.009065829454649704, 0.004645884753144727, 0.2510013002407923, 0.006256629440416609]","[3.6119242877341566, 0.0143221219322532, 0.0015662468584150139, 0.0046458847531447205, 0.25100130024079226, 0.0062566294404166846]"
64,13,2197,1,"[7.09175649381077, 0.012527750512141047, 0.01148796500011574, 0.0038949327579545926, 0.15890522537391885, 0.006638634429142369]","[4.771075473884611, 0.012229244679661785, 0.007657931437545209, 0.003894932757954591, 0.15890522537391882, 0.006638634429142377]"
65,13,2197,1,"[6.735009842909911, 0.013694674033479345, 0.012541989615126167, 0.004243112923240343, 0.22074825495625966, 0.0088854091093178]","[4.656599670087189, 0.012761610951063228, 0.008994605980511147, 0.0042431129232403395, 0.22074825495625963, 0.008885409109317744]"
66,13,2197,1,"[5.06764462225274, 0.01438537062699836, 0.009198071037071364, 0.004791050828072182, 0.15678164729955132, 0.006574747529599949]","[4.180735407696183, 0.013439567572222162, 0.0073711364842864524, 0.004791050828072175, 0.1567816472995513, 0.006574747529599933]"
67,13,2197,1,"[6.082480558654848, 0.013883290349921985, 0.011227043475072477, 0.004380396954456852, 0.19526531750632609, 0.006233072192518795]","[4.471627531825179, 0.013001846145612056, 0.008281365182644633, 0.004380396954456852, 0.19526531750632617, 0.0062330721925188725]"
68,13,2197,1,"[7.261964461907834, 0.014014812568151909, 0.013957279082816503, 0.004914638032349032, 0.2151902188283326, 0.006905060618310467]","[4.83453245557478, 0.012652550784613147, 0.010054745902138323, 0.004914638032349018, 0.2151902188283326, 0.00690506061831047]"
69,13,2197,1,"[7.320651315159269, 0.014790102206245978, 0.014367294695744461, 0.004009171437723714, 0.2446038508341148, 0.007973273185559543]","[4.599344183568203, 0.012947119099598345, 0.009912574106968051, 0.004009171437723713, 0.24460385083411484, 0.007973273185559512]"
70,13,2197,1,"[5.112011947418128, 0.011810366116229369, 0.009383867625846965, 0.00467378094472021, 0.2190415450698498, 0.007964917622395536]","[4.7182570125459735, 0.0116094699993654, 0.008621131170618173, 0.0046737809447202055, 0.21904154506984977, 0.007964917622395448]"
71,13,2197,1,"[5.811291028589626, 0.011780664787465254, 0.014384425173421735, 0.005061573403430123, 0.2263612790686893, 0.006193450803077017]","[4.858534940424114, 0.01106927572300753, 0.012686032690232244, 0.005061573403430104, 0.2263612790686893, 0.006193450803076996]"
72,13,2197,1,"[5.562174991659607, 0.014737669291315418, 0.008722695642651065, 0.004737455629799289, 0.21123167702837858, 0.009408715970443602]","[4.082373621473224, 0.013939411940575044, 0.005740972202901259, 0.00473745562979928, 0.2112316770283786, 0.00940871597044366]"
73,13,2197,1,"[6.567654942326609, 0.009613262711286014, 0.01432603871176114, 0.003826808382297846, 0.2534613505293681, 0.006750308758901541]","[5.398117803125476, 0.009494741157119986, 0.012433535182122243, 0.003826808382297845, 0.25346135052936813, 0.006750308758901613]"
74,13,2197,1,"[6.608282533433615, 0.01123726748154433, 0.011997046197459192, 0.00513475061848168, 0.1795660325545237, 0.007336910627821292]","[5.368951071062696, 0.011030627105530787, 0.0099902410508138, 0.005134750618481657, 0.17956603255452364, 0.007336910627821235]"
75,13,2197,1,"[7.768785742706391, 0.010132035847817295, 0.009645594847189506, 0.004183760613397157, 0.2481887911451675, 0.009347169148628622]","[6.425241974761732, 0.010092067199880365, 0.007799685323280224, 0.004183760613397156, 0.24818879114516745, 0.00934716914862866]"
76,13,2197,1,"[5.610971083742504, 0.010981856199551453, 0.01369632056709386, 0.004966442900351172, 0.23576107764967952, 0.005818386162665411]","[4.926910694201063, 0.01060668722053592, 0.01246096997666332, 0.00496644290035116, 0.2357610776496795, 0.005818386162665373]"
77,13,2197,1,"[7.0751345518035205, 0.01275170831951827, 0.012645537008410455, 0.00585427083675415, 0.22832170726129183, 0.007606442251868119]","[5.299384769135562, 0.01210459285074169, 0.009865182639140218, 0.0058542708367540055, 0.22832170726129186, 0.007606442251868199]"
78,13,2197,1,"[6.008351887929902, 0.013310664699186518, 0.009052600762367472, 0.005463610136697537, 0.1553267456859388, 0.009014069332346306]","[4.525625320025083, 0.012967400075874293, 0.0063033947669228875, 0.005463610136697483, 0.15532674568593882, 0.00901406933234636]"
79,13,2197,1,"[6.2582601613308375, 0.013219336299811077, 0.014041026288343837, 0.005390179147665885, 0.2208865837306619, 0.006598959235233445]","[4.970875336951334, 0.011908754680913704, 0.01186109371836704, 0.00539017914766584, 0.22088658373066197, 0.0065989592352335225]"
80,13,2197,1,"[7.342682288818149, 0.011540757594851738, 0.014216037814652678, 0.0049470523518531425, 0.1588005459927015, 0.006734921662674085]","[5.216592397248267, 0.01116841043706927, 0.010912747045737626, 0.00494705235185313, 0.15880054599270158, 0.006734921662674053]"
81,13,2197,1,"[7.047864846656147, 0.010035478948018138, 0.014394401857537206, 0.0040336552500581, 0.21444502565610368, 0.007737317595906724]","[5.441480961820829, 0.009888834199876895, 0.011891832454342105, 0.004033655250058098, 0.21444502565610365, 0.0077373175959067255]"
82,13,2197,1,"[7.9519855068753404, 0.012186357186428128, 0.01402510836324842, 0.004767267673554709, 0.18520716725517086, 0.008142754395510383]","[5.206526523346191, 0.011732952833776983, 0.009926026037669096, 0.004767267673554701, 0.18520716725517078, 0.00814275439551034]"
83,13,2197,1,"[6.799025909714091, 0.013662048392068426, 0.009306951438729047, 0.005810238553286986, 0.17688750785634344, 0.009480885875604387]","[4.410265526560649, 0.013347439530824541, 0.005084277648880609, 0.00581023855328686, 0.1768875078563434, 0.009480885875604398]"
84,13,2197,1,"[6.230188057293438, 0.013293824466636371, 0.010925705636070187, 0.004135533646542672, 0.21977766403030577, 0.009145059421132811]","[4.612547480994452, 0.012723053741035729, 0.008031633194814003, 0.00413553364654267, 0.21977766403030569, 0.00914505942113277]"
85,13,2197,1,"[5.349280987380378, 0.009341176245475903, 0.009864101008971568, 0.0043791866007456305, 0.20526984460017184, 0.007036416969104569]","[5.1852754747657634, 0.00931921137725919, 0.00956450917027265, 0.004379186600745625, 0.20526984460017184, 0.007036416969104726]"
86,13,2197,1,"[7.941575144241994, 0.014681461125226376, 0.009509086327544925, 0.004425127050151094, 0.1731405487628274, 0.007556186203499218]","[3.617144052718058, 0.014393814382477074, 0.001855310165069, 0.0044251270501510925, 0.1731405487628274, 0.007556186203499184]"
87,13,2197,1,"[6.166419016872244, 0.01440138676331882, 0.009907749751924558, 0.005203862164283693, 0.22895725706910242, 0.009144025246159744]","[4.383339038701624, 0.013595761141313768, 0.006612833863789657, 0.005203862164283666, 0.22895725706910242, 0.00914402524615979]"
88,13,2197,1,"[6.367673307443757, 0.014019124751357935, 0.013332503009986237, 0.004366637660170938, 0.2330548395855973, 0.00691372597281362]","[4.665631995349686, 0.012577172261545639, 0.010370364860627925, 0.004366637660170937, 0.2330548395855974, 0.006913725972813513]"
89,13,2197,1,"[6.089576589340137, 0.009672089038412301, 0.010113479173514807, 0.004627094076234592, 0.16685296345732656, 0.008737479153456327]","[5.639968061236492, 0.009639130817278298, 0.009369892003967296, 0.004627094076234588, 0.16685296345732664, 0.008737479153456355]"
90,13,2197,1,"[5.810843063517317, 0.01301959772047493, 0.012417085086700284, 0.003734038232750565, 0.2391473705650402, 0.007015019140557688]","[4.570239556077951, 0.012202246360101896, 0.010131072774159425, 0.003734038232750566, 0.2391473705650402, 0.00701501914055762]"
91,13,2197,1,"[6.58119184017851, 0.01331193790599896, 0.012357514433199527, 0.005022314013377695, 0.16105243411343334, 0.007715821269505726]","[4.7314773472519445, 0.012533986003255667, 0.009182666145850725, 0.005022314013377679, 0.16105243411343337, 0.007715821269505763]"
92,13,2197,1,"[5.6255710456044845, 0.013585087134982394, 0.01409142754736982, 0.004578751889490107, 0.22120840803368397, 0.007754419631513139]","[4.538687710776562, 0.011986727829277379, 0.012066530082296929, 0.004578751889490103, 0.221208408033684, 0.007754419631513095]"
93,13,2197,1,"[6.835251049967553, 0.012286697393367818, 0.012334713231906323, 0.0056693523572322255, 0.1958215742777876, 0.008050435094997727]","[5.256636920611336, 0.011827999082497532, 0.00980245598001905, 0.005669352357232134, 0.1958215742777876, 0.008050435094997794]"
94,13,2197,1,"[6.739754393108725, 0.009723199795891981, 0.01130279367271314, 0.005275465862290159, 0.20743257750968264, 0.00945083908768752]","[6.071738347339031, 0.009671883843568586, 0.010289158563718547, 0.005275465862290129, 0.20743257750968258, 0.009450839087687504]"
95,13,2197,1,"[6.178104321037805, 0.014395619749077432, 0.011580725088983407, 0.00456062174247486, 0.22295520454878648, 0.006647834104822709]","[4.517096325911847, 0.013162465777581744, 0.008589658172446935, 0.004560621742474856, 0.22295520454878648, 0.006647834104822697]"
96,13,2197,1,"[5.278769621994295, 0.014126028065762769, 0.013745870279404212, 0.00412005878731537, 0.2222164889436784, 0.00811552147272145]","[4.30835725331648, 0.012216360812379876, 0.01183684392441185, 0.004120058787315367, 0.22221648894367843, 0.008115521472721434]"
97,13,2197,1,"[6.7974114960669185, 0.012374030521135625, 0.013099824314471589, 0.0047158917522700135, 0.252810638428235, 0.005972949374666653]","[5.165058213020069, 0.011780851739689908, 0.010469262625624035, 0.004715891752270007, 0.2528106384282349, 0.005972949374666501]"
98,13,2197,1,"[5.976034431148206, 0.009594292041878873, 0.012193342699091904, 0.0047756466484568895, 0.1703133725974953, 0.008983114492662451]","[5.3841063031129925, 0.009529855524043816, 0.01118288087916419, 0.004775646648456882, 0.17031337259749524, 0.008983114492662403]"
99,13,2197,1,"[7.019799518360344, 0.011172540942386516, 0.008898683657737294, 0.0047717822598489145, 0.17756972365728638, 0.007243874692731914]","[5.570933365589951, 0.011108278810740592, 0.006651745612932767, 0.004771782259848906, 0.17756972365728643, 0.007243874692732037]"
100,13,2197,1,"[6.587729494207602, 0.013898055578311457, 0.011266573743875165, 0.005751142385905669, 0.20168759539512812, 0.008482679815383896]","[4.746240958827941, 0.013046621562775989, 0.008106425290202309, 0.005751142385905559, 0.2016875953951281, 0.008482679815383852]"
1,14,2744,4,"[7.540049395250997, 0.009625767341635016, 0.010292656950340913, 0.005396673830390832, 0.2112438604918186, 0.008841281671914721]","[7.7438548333442e-15, -0.5261427583422534, 0.7702012952399532, 0.005396673830390833, 0.2112438604918185, 0.0088412816719147]"
2,14,2744,4,"[7.234692797666877, 0.011102574371423642, 0.011173096926522262, 0.003795586545838597, 0.19696943693532443, 0.009132998612337252]","[0.8117845158583465, 0.028460795564479825, -0.01266326832420154, 0.003795586545838597, 0.1969694369353244, 0.009132998612337297]"
3,14,2744,4,"[8.124414631507523, 0.013296128062366196, 0.010138341940810234, 0.00504866083442344, 0.1693627806232393, 0.007821092825203201]","[8.295444638668224e-5, -0.08423459202007838, 0.13897440684011877, 0.005048660834423445, 0.1693627806232393, 0.007821092825203095]"
4,14,2744,4,"[6.52337014495481, 0.011853858481330491, 0.009270192983649346, 0.005424881425820791, 0.16551658768647431, 0.005743428095472476]","[8.433959103950194e-9, -0.17952908276766802, 0.2666862570253711, 0.005424881425820792, 0.1655165876864744, 0.005743428095472494]"
5,14,2744,4,"[5.349496696077116, 0.013214325378416995, 0.010300340766905305, 0.004396154869040357, 0.22867472149908644, 0.007073798491524768]","[2.0371868552643244, 0.020513770888446962, 0.00038302442144545274, 0.004396154869040359, 0.22867472149908644, 0.007073798491524705]"
6,14,2744,4,"[7.199015722055437, 0.01041933944551836, 0.012733797869361407, 0.005441850646851433, 0.21629622513003233, 0.006221709953275398]","[0.6359324276545506, 0.029307005091192478, -0.013741754838277456, 0.005441850646851435, 0.21629622513003233, 0.0062217099532753855]"
7,14,2744,0,"[6.171960083221835, 0.01467259835149079, 0.014292962204485851, 0.004608669568748206, 0.17848968372237248, 0.00913790964352339]",
8,14,2744,4,"[8.233031686891632, 0.012538101159311768, 0.011192906655309677, 0.004524593121735421, 0.21938533958341178, 0.006652298447601628]","[1.4666656948023104e-7, -0.1431968354652441, 0.21613268796783983, 0.004524593121735422, 0.2193853395834118, 0.00665229844760161]"
9,14,2744,0,"[8.207036996454313, 0.013121450409475863, 0.012764999537279751, 0.003622398064158288, 0.20267809503676612, 0.008714702700339846]",
10,14,2744,4,"[6.160522578714328, 0.011411933043044043, 0.009143156788385455, 0.004496774506781287, 0.22966908405935316, 0.00880732550750929]","[3.372888472103645e-13, 0.37714764588508254, -0.5250783959748659, 0.004496774506781288, 0.22966908405935318, 0.008807325507509331]"
11,14,2744,4,"[5.35505216846985, 0.012244221761420255, 0.010978638078700233, 0.0054939375489106495, 0.22635557149197122, 0.009325786673646563]","[1.029174830021592, 0.024585622203921933, -0.0062109235138087, 0.005493937548910652, 0.2263555714919712, 0.009325786673646563]"
12,14,2744,4,"[5.05202844707604, 0.012061731040800614, 0.008678022180931087, 0.004207023793840472, 0.21581912913787954, 0.009128628318708053]","[4.260740845052399, 0.017407234336528278, 0.006470975342191816, 0.004207023793840472, 0.21581912913787948, 0.009128628318708046]"
13,14,2744,0,"[7.659149977726588, 0.013977215534513893, 0.01413160297429334, 0.004653862984561972, 0.1900683997649168, 0.008234380680353568]",
14,14,2744,4,"[7.508779930570407, 0.009523067626799305, 0.011176100889662036, 0.003722770860248236, 0.18877818959632411, 0.006232052258751836]","[0.8387737313378398, 0.02990695574031087, -0.014643449121478606, 0.0037227708602482353, 0.18877818959632406, 0.006232052258751838]"
15,14,2744,4,"[5.650338880343311, 0.010656434044007184, 0.012184457171457615, 0.004537053473536145, 0.17625251255248647, 0.007747096253484015]","[2.121490189082898, 0.02088024453370474, 0.0014562294033936332, 0.004537053473536147, 0.17625251255248656, 0.007747096253484021]"
16,14,2744,4,"[6.572886464706573, 0.011401233991726458, 0.0118420305502289, 0.004254089456461134, 0.16080153671049208, 0.005813473441598727]","[2.0357227550142776, 0.021830848428526315, -0.0007536433952815205, 0.004254089456461135, 0.16080153671049197, 0.005813473441598839]"
17,14,2744,0,"[7.448847529346538, 0.012027248534713077, 0.01249544561600568, 0.0038134434634416285, 0.22215321306251956, 0.006199395225821079]",
18,14,2744,4,"[5.629472708494481, 0.01213299132283874, 0.00935989683845952, 0.0035630439053920618, 0.25085755481523286, 0.00948699042741519]","[3.795025343045399, 0.018329833552730518, 0.0048722991957484306, 0.0035630439053920613, 0.2508575548152329, 0.009486990427415276]"
19,14,2744,4,"[5.450701157892354, 0.01337515905157597, 0.008884870925517492, 0.0043495810392241, 0.19051005744590926, 0.008673313112387395]","[3.146237578587078, 0.01882148196413391, 0.003095632217628423, 0.004349581039224098, 0.1905100574459093, 0.008673313112387435]"
20,14,2744,0,"[5.00527463596133, 0.013815582820197545, 0.011251510733000531, 0.005139048826503848, 0.1702720815464459, 0.0061508382975664945]",
21,14,2744,4,"[5.658949247438459, 0.010120911614759222, 0.011796938465425854, 0.0037901073122133906, 0.2240410929484584, 0.007921013068247322]","[1.7864201221665792, 0.022466879804845293, -0.0011041921815495737, 0.0037901073122133906, 0.22404109294845842, 0.007921013068247336]"
22,14,2744,0,"[6.944839527918379, 0.013994948385028459, 0.011093745621003702, 0.003753928017481638, 0.16326782752013438, 0.008918693404527302]",
23,14,2744,0,"[8.052109556298323, 0.011708306487104006, 0.01408739468181008, 0.004813680014893006, 0.18382518544917523, 0.008582976730334943]",
24,14,2730,8,"[6.100502293405713, 0.014451457385812386, 0.009176195056267891, 0.004344885414194628, 0.20587552726439118, 0.0070464188976555615]","[4.463645798661916e-26, 2.9759196676683555, -4.210770421290295, 0.00434488541419463, 0.20587552726439118, 0.0070464188976555]"
25,14,2744,0,"[6.261916541320521, 0.011673457776706647, 0.014337878470180488, 0.004741746090886472, 0.1553098559394324, 0.008286449943978926]",
26,14,2730,4,"[7.230085306689093, 0.012106656528710184, 0.010210443765418076, 0.00482331486754735, 0.17581939340305022, 0.0057807792765412185]","[1.2493818183513817e-17, -0.7758988625256702, 1.109903589104924, 0.004823314867547351, 0.1758193934030502, 0.005780779276541162]"
27,14,2744,4,"[6.591881031724462, 0.01085908422160035, 0.01437057376583301, 0.005333302381899984, 0.2117165351441858, 0.008084589450051274]","[3.206620861566915, 0.017912892470205576, 0.00659784406392147, 0.0053333023818999846, 0.21171653514418584, 0.008084589450051275]"
28,14,2744,4,"[7.1112021628339095, 0.009629707092324831, 0.013934624822160898, 0.005538601186300945, 0.21737136854203984, 0.006120014723310361]","[1.5277375653289362, 0.023821007614377825, -0.003309792616091967, 0.00553860118630095, 0.21737136854203987, 0.006120014723310164]"
29,14,2744,4,"[6.620298572269564, 0.009510943930274292, 0.009791187402978097, 0.004361749558330013, 0.2320600314384373, 0.0063063013584335696]","[5.01262826582475, 0.019210474418313257, 0.004899162678232563, 0.004361749558330013, 0.23206003143843737, 0.0063063013584335505]"
30,14,2744,0,"[5.059478380483255, 0.013080160059104725, 0.010554871770070803, 0.0036360228136869672, 0.1754425942873103, 0.008773386753468993]",
31,14,2744,4,"[7.124156977738204, 0.009438065268795613, 0.013761170708157458, 0.003945012857696718, 0.21335025652025183, 0.008277066831189681]","[2.5388762542927714, 0.02107999356582917, 0.0017695819355663365, 0.003945012857696719, 0.21335025652025183, 0.008277066831189565]"
32,14,2744,4,"[6.822156119373513, 0.011122484424617825, 0.011325126072384877, 0.004992769078637608, 0.18041673782426176, 0.00806726546703889]","[4.1257371514440875, 0.018417480000993483, 0.005432857262799755, 0.004992769078637611, 0.18041673782426187, 0.008067265467038788]"
33,14,2744,4,"[7.081555488257474, 0.010460173387316116, 0.009035039098339498, 0.005765858499538095, 0.21973171309737113, 0.007527502851947533]","[0.00026547945954261744, -0.08122659051955194, 0.1362995451509938, 0.0057658584995381, 0.2197317130973712, 0.007527502851947638]"
34,14,2744,4,"[7.255814283070281, 0.01182366528085477, 0.00946070128486079, 0.004475438476316514, 0.16102505078613946, 0.006904239010428007]","[2.6023473206974236e-14, -0.45583708567211645, 0.6588757204080026, 0.004475438476316515, 0.16102505078613943, 0.006904239010428061]"
35,14,2744,8,"[6.106746192904443, 0.009181939243829453, 0.01180693462637665, 0.005138778665408804, 0.2492421793049684, 0.007639569342384718]","[6.32060706990921, 0.00919910470206654, 0.012140476878561415, 0.005138778665408805, 0.24924217930496842, 0.007639569342384729]"
36,14,2744,0,"[6.567310085469063, 0.012364644846500784, 0.012870306627694086, 0.0038428888623311076, 0.24432045952366863, 0.008438372513884218]",
37,14,2744,4,"[5.881992554855935, 0.013230824122947762, 0.01017455607858227, 0.005055707927838542, 0.21391291831704504, 0.0068982326962648685]","[3.378940897562683, 0.01811363931681922, 0.004385852580241668, 0.005055707927838541, 0.21391291831704506, 0.006898232696264897]"
38,14,2744,0,"[6.800394432899887, 0.01247521577001581, 0.01289396712611082, 0.004137969232412981, 0.17923826148687985, 0.00886472961384833]",
39,14,2744,0,"[6.267696321912104, 0.012104697232049641, 0.012286284625206482, 0.004933887439579009, 0.15799258498454846, 0.00916202588107796]",
40,14,2744,0,"[4.965122832405764, 0.013550889057522851, 0.013297255979743829, 0.005132541158968652, 0.2252774874009154, 0.008200917457691975]",
41,14,2730,4,"[6.98115551684737, 0.011059056808838398, 0.01096057087551152, 0.005798862416068814, 0.19188516055721902, 0.008194119071271941]","[1.726653969314237e-18, 0.9050052488057461, -1.274217224586208, 0.005798862416068819, 0.19188516055721902, 0.008194119071272028]"
42,14,2744,4,"[7.745040241625919, 0.009395605200774924, 0.010738803003526165, 0.004447189812627253, 0.19689837516656222, 0.00675067632041102]","[4.569979339566775, 0.020314268365548976, 0.0029029479222201734, 0.004447189812627253, 0.19689837516656222, 0.00675067632041113]"
43,14,2744,0,"[7.620826062229357, 0.012596848362742146, 0.014098026232581422, 0.0045107008536351394, 0.21043345958897258, 0.00840071703418372]",
44,14,2744,0,"[5.570979808248683, 0.013426250261769041, 0.011580231228025217, 0.005394117368447722, 0.20180399573264038, 0.0068528724142691445]",
45,14,2744,0,"[7.5439388679399695, 0.014073132458029436, 0.012325849229302516, 0.005671055767037452, 0.16155487790351708, 0.008293320801668704]",
46,14,2744,4,"[6.98236168375788, 0.011932680609829946, 0.012354353377790693, 0.0058509534730154765, 0.21312446553980793, 0.008415863763514674]","[4.187728770818492, 0.01728757946726915, 0.006799684492956812, 0.005850953473015482, 0.21312446553980793, 0.00841586376351477]"
47,14,2744,4,"[6.5936093885225695, 0.012104051113898963, 0.010658656516298775, 0.004630724347196348, 0.25605694821644487, 0.0070976564581751115]","[4.684875017388391e-10, 0.21810676176280303, -0.2977445506105338, 0.004630724347196348, 0.2560569482164448, 0.007097656458175171]"
48,14,2744,4,"[8.19910471764612, 0.009939184369384478, 0.010874372952903081, 0.005278945531270525, 0.16494351367998683, 0.008415997850056233]","[3.282476028990302e-11, 0.28678993031964284, -0.40334246424583436, 0.005278945531270523, 0.16494351367998683, 0.008415997850056313]"
49,14,2716,4,"[7.118208269774389, 0.013691462013001292, 0.009671907259368786, 0.004145781806387207, 0.23720684290053262, 0.00689409080187802]","[2.030137714724042e-6, -0.1139347019697134, 0.1766048479053612, 0.004145781806387207, 0.23720684290053262, 0.006894090801877917]"
50,14,2744,4,"[5.579604914043721, 0.012148170296665966, 0.010351609956861742, 0.003570428144838328, 0.16936286146588614, 0.009189066413435122]","[2.0537521647120345, 0.02127509880024222, -0.00023745386304918143, 0.003570428144838327, 0.16936286146588622, 0.009189066413435068]"
