sim_num,interval_range,taylor_n,L_num_real_solutions,L_pred_parameters,L_all_real_solutions,A_num_real_solutions,A_pred_parameters,A_all_real_solutions,sampled_parameters,offmul
32,0.2,4,4,"[7.01064517853222, 0.011833485336678447, 0.010085334758525709]","[[12.998412407591998, 0.015698016834262928, 0.022979133601825602], [7.01064517853222, 0.011833485336678447, 0.010085334758525709], [0.029469135200654653, 0.11905291966958527, -0.06703126362840385], [23.062526221575677, 0.02405292171093833, 0.009965640757668799]]",2,"[0.004024475981212576, 0.00849689465667611]","[[0.004024475981212576, 0.00849689465667611], [0.03861331853796777, 0.17888074471092577]]","[7.008335444806436, 0.010089661305801209, 0.0118295428661794, 0.004025120566440839, 0.20007179704736197, 0.008491614652221901]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
32,0.2,5,1,"[7.008651291003369, 0.01183007033138485, 0.010089139332758037]","[[7.008651291003369, 0.01183007033138485, 0.010089139332758037]]",1,"[0.004025081106961494, 0.008491545617605286]","[[0.004025081106961494, 0.008491545617605286]]","[7.008335444806436, 0.010089661305801209, 0.0118295428661794, 0.004025120566440839, 0.20007179704736197, 0.008491614652221901]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
32,0.2,6,4,"[7.008371111220113, 0.011829601673014778, 0.010089606866608657]","[[31.989363941887394, 0.02674490936387797, 0.010196996329910788], [15.43145328080587, 0.017008588878180658, 0.025091105345774377], [6.242127485799223e-5, 0.2560170678886546, -0.17425796850156736], [7.008371111220113, 0.011829601673014778, 0.010089606866608657]]",2,"[0.0040251181489335975, 0.008491633779072366]","[[0.04570648006883933, 0.22173515346402675], [0.0040251181489335975, 0.008491633779072366]]","[7.008335444806436, 0.010089661305801209, 0.0118295428661794, 0.004025120566440839, 0.20007179704736197, 0.008491614652221901]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
32,0.2,7,1,"[7.008338885135671, 0.011829548494279932, 0.01008965631831617]","[[7.008338885135671, 0.011829548494279932, 0.01008965631831617]]",1,"[0.004025120454348295, 0.008491614496623811]","[[0.004025120454348295, 0.008491614496623811]]","[7.008335444806436, 0.010089661305801209, 0.0118295428661794, 0.004025120566440839, 0.20007179704736197, 0.008491614652221901]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
32,0.2,8,4,"[7.008335735371012, 0.011829543339152145, 0.010089660898644546]","[[7.008335735371012, 0.011829543339152145, 0.010089660898644546], [1.4363095365049102e-9, 0.7122821053981215, -0.5314666354184063], [43.17104036088845, 0.029562547555947324, 0.010268794917072364], [18.241487788792394, 0.018268515641678747, 0.027302155871810545]]",2,"[0.0040251205611124465, 0.008491614692649252]","[[0.0529363992642946, 0.250720139529086], [0.0040251205611124465, 0.008491614692649252]]","[7.008335444806436, 0.010089661305801209, 0.0118295428661794, 0.004025120566440839, 0.20007179704736197, 0.008491614652221901]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
32,0.2,9,1,"[7.008335466678966, 0.011829542901668159, 0.010089661275833252]","[[7.008335466678966, 0.011829542901668159, 0.010089661275833252]]",1,"[0.0040251205662417055, 0.008491614652020531]","[[0.0040251205662417055, 0.008491614652020531]]","[7.008335444806436, 0.010089661305801209, 0.0118295428661794, 0.004025120566440839, 0.20007179704736197, 0.008491614652221901]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
32,0.2,10,4,"[7.0083354462890215, 0.011829542868580479, 0.010089661303796738]","[[57.7767145029865, 0.03237948173283458, 0.010307639301302088], [7.0083354462890215, 0.011829542868580479, 0.010089661303796738], [21.521866585394406, 0.01950466846930267, 0.02954592763918853], [7.938133153802457e-20, -5.021323975635187, 3.957030840438607]]",2,"[0.004025120566433137, 0.008491614652277912]","[[0.06019842584121294, 0.26904013624553086], [0.004025120566433137, 0.008491614652277912]]","[7.008335444806436, 0.010089661305801209, 0.0118295428661794, 0.004025120566440839, 0.20007179704736197, 0.008491614652221901]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
33,0.2,1,1,"[8.018964570994335, 0.013036728110792121, 0.011755755532100832]","[[8.018964570994335, 0.013036728110792121, 0.011755755532100832]]",1,"[0.005223680466661948, 0.0024761905786663562]","[[0.005223680466661948, 0.0024761905786663562]]","[7.851729644309472, 0.011796548392900896, 0.012907807008111059, 0.005533679470150108, 0.18909115809434807, 0.006829425248232971]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
33,0.2,2,4,"[7.85526833359691, 0.01291539831450592, 0.011790194662376468]","[[13.462799652098843, 0.019612929335649412, 0.01130529367486508], [7.85526833359691, 0.01291539831450592, 0.011790194662376468], [1.7098246060794426, 0.05044590882902416, -0.011225560975778396], [9.301680269630072, 0.01365208233348454, 0.020476037681512432]]",2,"[0.005499209532592956, 0.00799652908201363]","[[0.03108407152975623, 0.10938162650786774], [0.005499209532592956, 0.00799652908201363]]","[7.851729644309472, 0.011796548392900896, 0.012907807008111059, 0.005533679470150108, 0.18909115809434807, 0.006829425248232971]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
33,0.2,3,1,"[7.852106285487024, 0.012908234769328309, 0.011796310210989985]","[[7.852106285487024, 0.012908234769328309, 0.011796310210989985]]",1,"[0.005533467898023614, 0.006681386070694929]","[[0.005533467898023614, 0.006681386070694929]]","[7.851729644309472, 0.011796548392900896, 0.012907807008111059, 0.005533679470150108, 0.18909115809434807, 0.006829425248232971]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
33,0.2,4,4,"[7.851740701088969, 0.012907823590377229, 0.011796536757199888]","[[7.851740701088969, 0.012907823590377229, 0.011796536757199888], [20.427971223554987, 0.0225963927200333, 0.011760976020773377], [11.34047475156425, 0.01533803849841351, 0.022368798823083198], [0.5579500943418538, 0.06333498288407635, -0.019827017629460816]]",2,"[0.005533457071241223, 0.006846179472216037]","[[0.037917243895604254, 0.1656897706959748], [0.005533457071241223, 0.006846179472216037]]","[7.851729644309472, 0.011796548392900896, 0.012907807008111059, 0.005533679470150108, 0.18909115809434807, 0.006829425248232971]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
33,0.2,5,1,"[7.851730105655774, 0.012907807595348464, 0.011796548028176467]","[[7.851730105655774, 0.012907807595348464, 0.011796548028176467]]",1,"[0.005533688992338479, 0.006827948567777906]","[[0.005533688992338479, 0.006827948567777906]]","[7.851729644309472, 0.011796548392900896, 0.012907807008111059, 0.005533679470150108, 0.18909115809434807, 0.006829425248232971]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
33,0.2,6,4,"[7.851729656595926, 0.012907807025120023, 0.011796548381613767]","[[13.427082451283047, 0.016743139781277158, 0.024579279910603078], [7.851729656595926, 0.012907807025120023, 0.011796548381613767], [28.978303783526886, 0.025757454758644056, 0.011884017819483558], [0.24502730638365885, 0.07412508909932386, -0.026926100121583522]]",2,"[0.0055336783536487815, 0.006829539824148421]","[[0.04519698132259343, 0.20710828771707782], [0.0055336783536487815, 0.006829539824148421]]","[7.851729644309472, 0.011796548392900896, 0.012907807008111059, 0.005533679470150108, 0.18909115809434807, 0.006829425248232971]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
33,0.2,7,1,"[7.8517296446459985, 0.012907807008555424, 0.011796548392619633]","[[7.8517296446459985, 0.012907807008555424, 0.011796548392619633]]",1,"[0.005533679532674957, 0.006829417595509956]","[[0.005533679532674957, 0.006829417595509956]]","[7.851729644309472, 0.011796548392900896, 0.012907807008111059, 0.005533679470150108, 0.18909115809434807, 0.006829425248232971]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
33,0.2,8,4,"[7.851729644322595, 0.012907807008128241, 0.011796548392892185]","[[40.131675278449165, 0.028876358862628012, 0.011935824980320297], [15.76095843785194, 0.018060494277350455, 0.026844120227287542], [0.11858669717930916, 0.08472283288695935, -0.03385351360208441], [7.851729644322595, 0.012907807008128241, 0.011796548392892185]]",2,"[0.005533679466070537, 0.006829425705076028]","[[0.05253174006608777, 0.23601739449534814], [0.005533679466070537, 0.006829425705076028]]","[7.851729644309472, 0.011796548392900896, 0.012907807008111059, 0.005533679470150108, 0.18909115809434807, 0.006829425248232971]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
33,0.2,9,1,"[7.851729644290204, 0.012907807008087357, 0.011796548392897671]","[[7.851729644290204, 0.012907807008087357, 0.011796548392897671]]",1,"[0.005533679470359409, 0.00682942522379428]","[[0.005533679470359409, 0.00682942522379428]]","[7.851729644309472, 0.011796548392900896, 0.012907807008111059, 0.005533679470150108, 0.18909115809434807, 0.006829425248232971]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
33,0.2,10,4,"[7.851729644312834, 0.012907807008114417, 0.011796548392910165]","[[55.02161759153815, 0.03194552297307358, 0.011969651941465712], [18.429290995077324, 0.01933868782498056, 0.02912313062599477], [0.05921147698844693, 0.0954064510045621, -0.04081613174355404], [7.851729644312834, 0.012907807008114417, 0.011796548392910165]]",2,"[0.005533679470139712, 0.006829425249422346]","[[0.05986640163696148, 0.2551918479640617], [0.005533679470139712, 0.006829425249422346]]","[7.851729644309472, 0.011796548392900896, 0.012907807008111059, 0.005533679470150108, 0.18909115809434807, 0.006829425248232971]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
34,0.2,1,1,"[5.449260077880222, 0.009955124767297506, 0.011322485764233003]","[[5.449260077880222, 0.009955124767297506, 0.011322485764233003]]",1,"[0.0053700858746573675, 0.004100492876381162]","[[0.0053700858746573675, 0.004100492876381162]]","[5.69590939072511, 0.01183249607463446, 0.01050104922478136, 0.005570947403027344, 0.22456365203546474, 0.009064068202658093]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
34,0.2,2,4,"[5.6637484004656296, 0.010446216842625911, 0.011786565880605993]","[[2.889258312816226, 0.04156563701010682, -0.0038840890558818593], [10.25867927283812, 0.015819264203742835, 0.018857686331588158], [12.992301104479814, 0.02133579308789401, 0.010854586906027865], [5.6637484004656296, 0.010446216842625911, 0.011786565880605993]]",2,,"[[0.030386833267753658, 0.10470946556696195], [0.005544897687518013, 0.010233332020255632]]","[5.69590939072511, 0.01183249607463446, 0.01050104922478136, 0.005570947403027344, 0.22456365203546474, 0.009064068202658093]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
34,0.2,3,1,"[5.692030636616413, 0.010494719022237028, 0.011827883120028153]","[[5.692030636616413, 0.010494719022237028, 0.011827883120028153]]",1,"[0.005571543430077294, 0.008909528850499431]","[[0.005571543430077294, 0.008909528850499431]]","[5.69590939072511, 0.01183249607463446, 0.01050104922478136, 0.005570947403027344, 0.22456365203546474, 0.009064068202658093]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
34,0.2,4,4,"[5.695522532377324, 0.010500420277392376, 0.01183209931697576]","[[20.290486022615095, 0.02348990203834605, 0.01174650782959721], [5.695522532377324, 0.010500420277392376, 0.01183209931697576], [12.429561657652606, 0.017226378306296263, 0.02113791675463516], [0.8699409119920958, 0.05739081981088798, -0.014854834785301658]]",2,"[0.005570755016833724, 0.009081296116840292]","[[0.037359949205131186, 0.15579798078081572], [0.005570755016833724, 0.009081296116840292]]","[5.69590939072511, 0.01183249607463446, 0.01050104922478136, 0.005570947403027344, 0.22456365203546474, 0.009064068202658093]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
34,0.2,5,1,"[5.695877300540321, 0.010500996819360701, 0.011832467311693804]","[[5.695877300540321, 0.010500996819360701, 0.011832467311693804]]",1,"[0.00557096018628564, 0.009062521166457841]","[[0.00557096018628564, 0.009062521166457841]]","[5.69590939072511, 0.01183249607463446, 0.01050104922478136, 0.005570947403027344, 0.22456365203546474, 0.009064068202658093]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
34,0.2,6,4,"[5.6959071216978066, 0.010501045498282263, 0.011832494282382354]","[[14.79850245369037, 0.01869305670105822, 0.023395455356410577], [28.878006574221047, 0.026540626378567217, 0.011917473006731337], [5.6959071216978066, 0.010501045498282263, 0.011832494282382354], [0.3442518655608338, 0.0699439270618415, -0.023377519930436543]]",2,"[0.005570946268667457, 0.009064188332198282]","[[0.0446931959109617, 0.19306721219812192], [0.005570946268667457, 0.009064188332198282]]","[5.69590939072511, 0.01183249607463446, 0.01050104922478136, 0.005570947403027344, 0.22456365203546474, 0.009064068202658093]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
34,0.2,7,1,"[5.695909250994082, 0.01050104899408558, 0.011832495976757148]","[[5.695909250994082, 0.01050104899408558, 0.011832495976757148]]",1,"[0.005570947475699782, 0.009064060096294251]","[[0.005570947475699782, 0.009064060096294251]]","[5.69590939072511, 0.01183249607463446, 0.01050104922478136, 0.005570947403027344, 0.22456365203546474, 0.009064068202658093]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
34,0.2,8,4,"[5.695909383109216, 0.01050104921215022, 0.01183249606987553]","[[0.15147032501782928, 0.08167623915773675, -0.031243902068191585], [40.10568861033575, 0.029660377475466463, 0.011977655351238662], [5.695909383109216, 0.01050104921215022, 0.01183249606987553], [17.58243970744321, 0.02015700317887662, 0.025619930223970633]]",2,"[0.005570947398571095, 0.009064068689172772]","[[0.005570947398571095, 0.009064068689172772], [0.05206219688568843, 0.21906306480421395]]","[5.69590939072511, 0.01183249607463446, 0.01050104922478136, 0.005570947403027344, 0.22456365203546474, 0.009064068202658093]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
34,0.2,9,1,"[5.6959093903585405, 0.010501049224171425, 0.01183249607442487]","[[5.6959093903585405, 0.010501049224171425, 0.01183249607442487]]",1,"[0.005570947403265518, 0.00906406817642734]","[[0.005570947403265518, 0.00906406817642734]]","[5.69590939072511, 0.01183249607463446, 0.01050104922478136, 0.005570947403027344, 0.22456365203546474, 0.009064068202658093]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
34,0.2,10,4,"[5.695909390703457, 0.010501049224744393, 0.011832496074631865]","[[5.695909390703457, 0.010501049224744393, 0.011832496074631865], [55.19729533559248, 0.03276596259747635, 0.01201161859150672], [20.872629964769622, 0.021615624238818895, 0.027824839066962634], [0.06981866755680008, 0.09313071008536451, -0.03887081086382164]]",2,"[0.005570947403015616, 0.009064068203943286]","[[0.005570947403015616, 0.009064068203943286], [0.059424649023043355, 0.2364498681910388]]","[5.69590939072511, 0.01183249607463446, 0.01050104922478136, 0.005570947403027344, 0.22456365203546474, 0.009064068202658093]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
