param_set,taylor_degree,true_parameters,pred_parameters
54,1,"[7.8457114394234395, 0.00920082328169115, 0.01418933962234125, 0.005530604784348931, 0.1808874793750975, 0.005955095895627189]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
54,2,"[7.8457114394234395, 0.00920082328169115, 0.01418933962234125, 0.005530604784348931, 0.1808874793750975, 0.005955095895627189]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
54,3,"[7.8457114394234395, 0.00920082328169115, 0.01418933962234125, 0.005530604784348931, 0.1808874793750975, 0.005955095895627189]","[2.536283655108441, 0.002904890599537023, 0.0049806166357396755, 0.0046686769744327065, 0.007636629333902234, 0.2055]"
54,4,"[7.8457114394234395, 0.00920082328169115, 0.01418933962234125, 0.005530604784348931, 0.1808874793750975, 0.005955095895627189]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
54,5,"[7.8457114394234395, 0.00920082328169115, 0.01418933962234125, 0.005530604784348931, 0.1808874793750975, 0.005955095895627189]","[2.881890601030149, 0.003983890490143541, 0.006767306234727968, 0.004699744735363736, 0.007629096839143218, 0.2055]"
54,6,"[7.8457114394234395, 0.00920082328169115, 0.01418933962234125, 0.005530604784348931, 0.1808874793750975, 0.005955095895627189]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
54,7,"[7.8457114394234395, 0.00920082328169115, 0.01418933962234125, 0.005530604784348931, 0.1808874793750975, 0.005955095895627189]","[3.2818561541989117, 0.0050888532367541, 0.008435414336642733, 0.00469999892786997, 0.007629000544887016, 0.2055]"
55,1,"[5.082070952949077, 0.01176100977924648, 0.012952390561600137, 0.005656066499256334, 0.23148194953718776, 0.005770859611216063]","[2.2896757395491107, 0.0018267801166781661, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956893, 0.2055]"
55,2,"[5.082070952949077, 0.01176100977924648, 0.012952390561600137, 0.005656066499256334, 0.23148194953718776, 0.005770859611216063]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
55,3,"[5.082070952949077, 0.01176100977924648, 0.012952390561600137, 0.005656066499256334, 0.23148194953718776, 0.005770859611216063]","[2.536283655108441, 0.0029048905995370236, 0.004980616635739675, 0.004668676974432707, 0.007636629333902228, 0.2055]"
55,4,"[5.082070952949077, 0.01176100977924648, 0.012952390561600137, 0.005656066499256334, 0.23148194953718776, 0.005770859611216063]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
55,5,"[5.082070952949077, 0.01176100977924648, 0.012952390561600137, 0.005656066499256334, 0.23148194953718776, 0.005770859611216063]","[2.881890601030146, 0.00398389049014353, 0.006767306234727974, 0.004699744735363736, 0.007629096839143218, 0.2055]"
55,6,"[5.082070952949077, 0.01176100977924648, 0.012952390561600137, 0.005656066499256334, 0.23148194953718776, 0.005770859611216063]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
55,7,"[5.082070952949077, 0.01176100977924648, 0.012952390561600137, 0.005656066499256334, 0.23148194953718776, 0.005770859611216063]","[3.2818561541989215, 0.005088853236754129, 0.00843541433664271, 0.00469999892786997, 0.007629000544887018, 0.2055]"
56,1,"[8.117200858590229, 0.010794093006625642, 0.012942295345116405, 0.005620764436159444, 0.16179104542616765, 0.009066058964660038]","[2.2896757395491107, 0.001826780116678166, 0.0030925079564779554, 0.0037303600957816307, 0.007727086106956892, 0.2055]"
56,2,"[8.117200858590229, 0.010794093006625642, 0.012942295345116405, 0.005620764436159444, 0.16179104542616765, 0.009066058964660038]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56,3,"[8.117200858590229, 0.010794093006625642, 0.012942295345116405, 0.005620764436159444, 0.16179104542616765, 0.009066058964660038]","[2.536283655108441, 0.0029048905995370227, 0.004980616635739677, 0.0046686769744327065, 0.007636629333902235, 0.2055]"
56,4,"[8.117200858590229, 0.010794093006625642, 0.012942295345116405, 0.005620764436159444, 0.16179104542616765, 0.009066058964660038]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56,5,"[8.117200858590229, 0.010794093006625642, 0.012942295345116405, 0.005620764436159444, 0.16179104542616765, 0.009066058964660038]","[2.8818906010301464, 0.003983890490143533, 0.006767306234727978, 0.004699744735363736, 0.007629096839143214, 0.2055]"
56,6,"[8.117200858590229, 0.010794093006625642, 0.012942295345116405, 0.005620764436159444, 0.16179104542616765, 0.009066058964660038]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56,7,"[8.117200858590229, 0.010794093006625642, 0.012942295345116405, 0.005620764436159444, 0.16179104542616765, 0.009066058964660038]","[3.281856154198912, 0.005088853236754098, 0.008435414336642742, 0.00469999892786997, 0.007629000544887016, 0.2055]"
57,1,"[5.127197484625444, 0.012245693863734527, 0.01361099743453913, 0.0044153297164846944, 0.2235121924978034, 0.008106438469957906]","[2.289675739549111, 0.0018267801166781665, 0.0030925079564779554, 0.0037303600957816307, 0.0077270861069568915, 0.2055]"
57,2,"[5.127197484625444, 0.012245693863734527, 0.01361099743453913, 0.0044153297164846944, 0.2235121924978034, 0.008106438469957906]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
57,3,"[5.127197484625444, 0.012245693863734527, 0.01361099743453913, 0.0044153297164846944, 0.2235121924978034, 0.008106438469957906]","[2.5362836551084404, 0.002904890599537023, 0.004980616635739675, 0.0046686769744327065, 0.007636629333902233, 0.2055]"
57,4,"[5.127197484625444, 0.012245693863734527, 0.01361099743453913, 0.0044153297164846944, 0.2235121924978034, 0.008106438469957906]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
57,5,"[5.127197484625444, 0.012245693863734527, 0.01361099743453913, 0.0044153297164846944, 0.2235121924978034, 0.008106438469957906]","[2.881890601030145, 0.003983890490143529, 0.006767306234727978, 0.004699744735363736, 0.007629096839143217, 0.2055]"
57,6,"[5.127197484625444, 0.012245693863734527, 0.01361099743453913, 0.0044153297164846944, 0.2235121924978034, 0.008106438469957906]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
57,7,"[5.127197484625444, 0.012245693863734527, 0.01361099743453913, 0.0044153297164846944, 0.2235121924978034, 0.008106438469957906]","[3.2818561541989117, 0.005088853236754098, 0.00843541433664273, 0.00469999892786997, 0.007629000544887019, 0.2055]"
58,1,"[6.442759750813524, 0.014510897496791957, 0.009757588372711375, 0.004878515105338801, 0.19645155076558066, 0.0070145578537434555]","[2.2896757395491107, 0.0018267801166781665, 0.0030925079564779554, 0.0037303600957816307, 0.007727086106956894, 0.2055]"
58,2,"[6.442759750813524, 0.014510897496791957, 0.009757588372711375, 0.004878515105338801, 0.19645155076558066, 0.0070145578537434555]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
58,3,"[6.442759750813524, 0.014510897496791957, 0.009757588372711375, 0.004878515105338801, 0.19645155076558066, 0.0070145578537434555]","[2.536283655108442, 0.002904890599537027, 0.004980616635739671, 0.0046686769744327065, 0.0076366293339022355, 0.2055]"
58,4,"[6.442759750813524, 0.014510897496791957, 0.009757588372711375, 0.004878515105338801, 0.19645155076558066, 0.0070145578537434555]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
58,5,"[6.442759750813524, 0.014510897496791957, 0.009757588372711375, 0.004878515105338801, 0.19645155076558066, 0.0070145578537434555]","[2.881890601030149, 0.003983890490143545, 0.006767306234727971, 0.004699744735363736, 0.007629096839143217, 0.2055]"
58,6,"[6.442759750813524, 0.014510897496791957, 0.009757588372711375, 0.004878515105338801, 0.19645155076558066, 0.0070145578537434555]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
58,7,"[6.442759750813524, 0.014510897496791957, 0.009757588372711375, 0.004878515105338801, 0.19645155076558066, 0.0070145578537434555]","[3.281856154198922, 0.005088853236754129, 0.00843541433664271, 0.00469999892786997, 0.007629000544887015, 0.2055]"
59,1,"[6.148527679055608, 0.013799571445951737, 0.012783423561770112, 0.004539948068834572, 0.18082321650702435, 0.007697828993728787]","[2.289675739549111, 0.0018267801166781665, 0.0030925079564779554, 0.0037303600957816307, 0.007727086106956894, 0.2055]"
59,2,"[6.148527679055608, 0.013799571445951737, 0.012783423561770112, 0.004539948068834572, 0.18082321650702435, 0.007697828993728787]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
59,3,"[6.148527679055608, 0.013799571445951737, 0.012783423561770112, 0.004539948068834572, 0.18082321650702435, 0.007697828993728787]","[2.536283655108442, 0.002904890599537025, 0.004980616635739673, 0.0046686769744327065, 0.007636629333902235, 0.2055]"
59,4,"[6.148527679055608, 0.013799571445951737, 0.012783423561770112, 0.004539948068834572, 0.18082321650702435, 0.007697828993728787]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
59,5,"[6.148527679055608, 0.013799571445951737, 0.012783423561770112, 0.004539948068834572, 0.18082321650702435, 0.007697828993728787]","[2.881890601030147, 0.003983890490143534, 0.006767306234727975, 0.004699744735363736, 0.007629096839143215, 0.2055]"
59,6,"[6.148527679055608, 0.013799571445951737, 0.012783423561770112, 0.004539948068834572, 0.18082321650702435, 0.007697828993728787]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
59,7,"[6.148527679055608, 0.013799571445951737, 0.012783423561770112, 0.004539948068834572, 0.18082321650702435, 0.007697828993728787]","[3.2818561541989193, 0.005088853236754123, 0.008435414336642726, 0.00469999892786997, 0.007629000544887018, 0.2055]"
60,1,"[6.796069182393653, 0.013452520920283324, 0.013692444688303025, 0.004422761782813922, 0.1560579417875924, 0.00792911742264432]","[2.2896757395491107, 0.0018267801166781668, 0.0030925079564779554, 0.0037303600957816307, 0.007727086106956893, 0.2055]"
60,2,"[6.796069182393653, 0.013452520920283324, 0.013692444688303025, 0.004422761782813922, 0.1560579417875924, 0.00792911742264432]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
60,3,"[6.796069182393653, 0.013452520920283324, 0.013692444688303025, 0.004422761782813922, 0.1560579417875924, 0.00792911742264432]","[2.5362836551084422, 0.002904890599537026, 0.004980616635739672, 0.0046686769744327065, 0.0076366293339022355, 0.2055]"
60,4,"[6.796069182393653, 0.013452520920283324, 0.013692444688303025, 0.004422761782813922, 0.1560579417875924, 0.00792911742264432]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
60,5,"[6.796069182393653, 0.013452520920283324, 0.013692444688303025, 0.004422761782813922, 0.1560579417875924, 0.00792911742264432]","[2.881890601030144, 0.0039838904901435285, 0.006767306234727977, 0.004699744735363736, 0.007629096839143214, 0.2055]"
60,6,"[6.796069182393653, 0.013452520920283324, 0.013692444688303025, 0.004422761782813922, 0.1560579417875924, 0.00792911742264432]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
60,7,"[6.796069182393653, 0.013452520920283324, 0.013692444688303025, 0.004422761782813922, 0.1560579417875924, 0.00792911742264432]","[3.281856154198914, 0.005088853236754103, 0.008435414336642742, 0.00469999892786997, 0.007629000544887014, 0.2055]"
61,1,"[6.100072914414946, 0.015094989262394238, 0.009982080036200151, 0.004770353627891245, 0.16307377150328364, 0.006333073891455145]","[2.2896757395491107, 0.001826780116678166, 0.003092507956477956, 0.0037303600957816307, 0.007727086106956896, 0.2055]"
61,2,"[6.100072914414946, 0.015094989262394238, 0.009982080036200151, 0.004770353627891245, 0.16307377150328364, 0.006333073891455145]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
61,3,"[6.100072914414946, 0.015094989262394238, 0.009982080036200151, 0.004770353627891245, 0.16307377150328364, 0.006333073891455145]","[2.5362836551084404, 0.002904890599537024, 0.004980616635739674, 0.0046686769744327065, 0.007636629333902234, 0.2055]"
61,4,"[6.100072914414946, 0.015094989262394238, 0.009982080036200151, 0.004770353627891245, 0.16307377150328364, 0.006333073891455145]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
61,5,"[6.100072914414946, 0.015094989262394238, 0.009982080036200151, 0.004770353627891245, 0.16307377150328364, 0.006333073891455145]","[2.8818906010301437, 0.003983890490143526, 0.006767306234727977, 0.004699744735363735, 0.007629096839143221, 0.2055]"
61,6,"[6.100072914414946, 0.015094989262394238, 0.009982080036200151, 0.004770353627891245, 0.16307377150328364, 0.006333073891455145]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
61,7,"[6.100072914414946, 0.015094989262394238, 0.009982080036200151, 0.004770353627891245, 0.16307377150328364, 0.006333073891455145]","[3.2818561541989157, 0.005088853236754111, 0.008435414336642723, 0.00469999892786997, 0.007629000544887018, 0.2055]"
62,1,"[4.9539025314931076, 0.012910551901275331, 0.008775877216945727, 0.004469437324712327, 0.2252618378957496, 0.00897959571200445]","[2.2896757395491107, 0.0018267801166781665, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956893, 0.2055]"
62,2,"[4.9539025314931076, 0.012910551901275331, 0.008775877216945727, 0.004469437324712327, 0.2252618378957496, 0.00897959571200445]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
62,3,"[4.9539025314931076, 0.012910551901275331, 0.008775877216945727, 0.004469437324712327, 0.2252618378957496, 0.00897959571200445]","[2.5362836551084413, 0.0029048905995370236, 0.0049806166357396755, 0.004668676974432707, 0.007636629333902227, 0.2055]"
62,4,"[4.9539025314931076, 0.012910551901275331, 0.008775877216945727, 0.004469437324712327, 0.2252618378957496, 0.00897959571200445]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
62,5,"[4.9539025314931076, 0.012910551901275331, 0.008775877216945727, 0.004469437324712327, 0.2252618378957496, 0.00897959571200445]","[2.8818906010301455, 0.003983890490143531, 0.006767306234727973, 0.004699744735363736, 0.007629096839143218, 0.2055]"
62,6,"[4.9539025314931076, 0.012910551901275331, 0.008775877216945727, 0.004469437324712327, 0.2252618378957496, 0.00897959571200445]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
62,7,"[4.9539025314931076, 0.012910551901275331, 0.008775877216945727, 0.004469437324712327, 0.2252618378957496, 0.00897959571200445]","[3.281856154198918, 0.005088853236754117, 0.008435414336642726, 0.00469999892786997, 0.007629000544887017, 0.2055]"
63,1,"[8.057764964387893, 0.011402164158068634, 0.014007503912819656, 0.003888107476196604, 0.1971218012681829, 0.007164444187680521]","[2.2896757395491107, 0.0018267801166781663, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956894, 0.2055]"
63,2,"[8.057764964387893, 0.011402164158068634, 0.014007503912819656, 0.003888107476196604, 0.1971218012681829, 0.007164444187680521]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
63,3,"[8.057764964387893, 0.011402164158068634, 0.014007503912819656, 0.003888107476196604, 0.1971218012681829, 0.007164444187680521]","[2.5362836551084422, 0.002904890599537025, 0.004980616635739675, 0.004668676974432707, 0.007636629333902229, 0.2055]"
63,4,"[8.057764964387893, 0.011402164158068634, 0.014007503912819656, 0.003888107476196604, 0.1971218012681829, 0.007164444187680521]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
63,5,"[8.057764964387893, 0.011402164158068634, 0.014007503912819656, 0.003888107476196604, 0.1971218012681829, 0.007164444187680521]","[2.881890601030147, 0.003983890490143537, 0.006767306234727976, 0.004699744735363736, 0.007629096839143215, 0.2055]"
63,6,"[8.057764964387893, 0.011402164158068634, 0.014007503912819656, 0.003888107476196604, 0.1971218012681829, 0.007164444187680521]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
63,7,"[8.057764964387893, 0.011402164158068634, 0.014007503912819656, 0.003888107476196604, 0.1971218012681829, 0.007164444187680521]","[3.2818561541989184, 0.005088853236754118, 0.008435414336642732, 0.00469999892786997, 0.007629000544887016, 0.2055]"
64,1,"[5.95333859701343, 0.009909976586674776, 0.014374504329365882, 0.005414347831303044, 0.19939320579272968, 0.006705601283257503]","[2.2896757395491107, 0.001826780116678167, 0.0030925079564779554, 0.0037303600957816307, 0.007727086106956894, 0.2055]"
64,2,"[5.95333859701343, 0.009909976586674776, 0.014374504329365882, 0.005414347831303044, 0.19939320579272968, 0.006705601283257503]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
64,3,"[5.95333859701343, 0.009909976586674776, 0.014374504329365882, 0.005414347831303044, 0.19939320579272968, 0.006705601283257503]","[2.5362836551084413, 0.0029048905995370253, 0.004980616635739672, 0.004668676974432707, 0.007636629333902229, 0.2055]"
64,4,"[5.95333859701343, 0.009909976586674776, 0.014374504329365882, 0.005414347831303044, 0.19939320579272968, 0.006705601283257503]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
64,5,"[5.95333859701343, 0.009909976586674776, 0.014374504329365882, 0.005414347831303044, 0.19939320579272968, 0.006705601283257503]","[2.881890601030147, 0.003983890490143535, 0.006767306234727976, 0.004699744735363735, 0.007629096839143224, 0.2055]"
64,6,"[5.95333859701343, 0.009909976586674776, 0.014374504329365882, 0.005414347831303044, 0.19939320579272968, 0.006705601283257503]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
64,7,"[5.95333859701343, 0.009909976586674776, 0.014374504329365882, 0.005414347831303044, 0.19939320579272968, 0.006705601283257503]","[3.2818561541989184, 0.0050888532367541215, 0.00843541433664271, 0.00469999892786997, 0.007629000544887014, 0.2055]"
65,1,"[6.5976024071497115, 0.01057552085316475, 0.009111819567172256, 0.0038929099232693793, 0.19355731544878493, 0.0071215383387813625]","[2.2896757395491107, 0.001826780116678166, 0.003092507956477956, 0.0037303600957816303, 0.007727086106956897, 0.2055]"
65,2,"[6.5976024071497115, 0.01057552085316475, 0.009111819567172256, 0.0038929099232693793, 0.19355731544878493, 0.0071215383387813625]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
65,3,"[6.5976024071497115, 0.01057552085316475, 0.009111819567172256, 0.0038929099232693793, 0.19355731544878493, 0.0071215383387813625]","[2.5362836551084404, 0.0029048905995370244, 0.004980616635739675, 0.0046686769744327065, 0.0076366293339022355, 0.2055]"
65,4,"[6.5976024071497115, 0.01057552085316475, 0.009111819567172256, 0.0038929099232693793, 0.19355731544878493, 0.0071215383387813625]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
65,5,"[6.5976024071497115, 0.01057552085316475, 0.009111819567172256, 0.0038929099232693793, 0.19355731544878493, 0.0071215383387813625]","[2.881890601030147, 0.003983890490143534, 0.006767306234727973, 0.004699744735363736, 0.007629096839143217, 0.2055]"
65,6,"[6.5976024071497115, 0.01057552085316475, 0.009111819567172256, 0.0038929099232693793, 0.19355731544878493, 0.0071215383387813625]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
65,7,"[6.5976024071497115, 0.01057552085316475, 0.009111819567172256, 0.0038929099232693793, 0.19355731544878493, 0.0071215383387813625]","[3.2818561541989135, 0.005088853236754105, 0.008435414336642735, 0.00469999892786997, 0.007629000544887017, 0.2055]"
66,1,"[7.284069977158751, 0.009190002114829008, 0.010995506686454385, 0.005838577196297534, 0.18738887355547099, 0.008995956738753383]","[2.2896757395491107, 0.0018267801166781663, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956893, 0.2055]"
66,2,"[7.284069977158751, 0.009190002114829008, 0.010995506686454385, 0.005838577196297534, 0.18738887355547099, 0.008995956738753383]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
66,3,"[7.284069977158751, 0.009190002114829008, 0.010995506686454385, 0.005838577196297534, 0.18738887355547099, 0.008995956738753383]","[2.536283655108442, 0.0029048905995370266, 0.004980616635739671, 0.004668676974432707, 0.007636629333902225, 0.2055]"
66,4,"[7.284069977158751, 0.009190002114829008, 0.010995506686454385, 0.005838577196297534, 0.18738887355547099, 0.008995956738753383]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
66,5,"[7.284069977158751, 0.009190002114829008, 0.010995506686454385, 0.005838577196297534, 0.18738887355547099, 0.008995956738753383]","[2.8818906010301446, 0.00398389049014353, 0.006767306234727981, 0.004699744735363736, 0.007629096839143217, 0.2055]"
66,6,"[7.284069977158751, 0.009190002114829008, 0.010995506686454385, 0.005838577196297534, 0.18738887355547099, 0.008995956738753383]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
66,7,"[7.284069977158751, 0.009190002114829008, 0.010995506686454385, 0.005838577196297534, 0.18738887355547099, 0.008995956738753383]","[3.2818561541989135, 0.005088853236754103, 0.008435414336642738, 0.00469999892786997, 0.007629000544887016, 0.2055]"
67,1,"[6.525259173186233, 0.01508378343014182, 0.00953521429290785, 0.005159435314643935, 0.20102127049861024, 0.00861427549550956]","[2.2896757395491107, 0.0018267801166781657, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956895, 0.2055]"
67,2,"[6.525259173186233, 0.01508378343014182, 0.00953521429290785, 0.005159435314643935, 0.20102127049861024, 0.00861427549550956]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
67,3,"[6.525259173186233, 0.01508378343014182, 0.00953521429290785, 0.005159435314643935, 0.20102127049861024, 0.00861427549550956]","[2.5362836551084413, 0.002904890599537023, 0.0049806166357396755, 0.0046686769744327065, 0.007636629333902234, 0.2055]"
67,4,"[6.525259173186233, 0.01508378343014182, 0.00953521429290785, 0.005159435314643935, 0.20102127049861024, 0.00861427549550956]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
67,5,"[6.525259173186233, 0.01508378343014182, 0.00953521429290785, 0.005159435314643935, 0.20102127049861024, 0.00861427549550956]","[2.8818906010301433, 0.003983890490143524, 0.006767306234727979, 0.004699744735363736, 0.007629096839143214, 0.2055]"
67,6,"[6.525259173186233, 0.01508378343014182, 0.00953521429290785, 0.005159435314643935, 0.20102127049861024, 0.00861427549550956]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
67,7,"[6.525259173186233, 0.01508378343014182, 0.00953521429290785, 0.005159435314643935, 0.20102127049861024, 0.00861427549550956]","[3.2818561541989206, 0.005088853236754124, 0.008435414336642728, 0.00469999892786997, 0.007629000544887016, 0.2055]"
68,1,"[6.096126693737363, 0.009989964371354567, 0.010811109944284017, 0.0038113258232772233, 0.17446233116540866, 0.007026951450990896]","[2.2896757395491107, 0.0018267801166781661, 0.0030925079564779554, 0.0037303600957816307, 0.007727086106956893, 0.2055]"
68,2,"[6.096126693737363, 0.009989964371354567, 0.010811109944284017, 0.0038113258232772233, 0.17446233116540866, 0.007026951450990896]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
68,3,"[6.096126693737363, 0.009989964371354567, 0.010811109944284017, 0.0038113258232772233, 0.17446233116540866, 0.007026951450990896]","[2.5362836551084413, 0.002904890599537023, 0.0049806166357396755, 0.0046686769744327065, 0.007636629333902234, 0.2055]"
68,4,"[6.096126693737363, 0.009989964371354567, 0.010811109944284017, 0.0038113258232772233, 0.17446233116540866, 0.007026951450990896]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
68,5,"[6.096126693737363, 0.009989964371354567, 0.010811109944284017, 0.0038113258232772233, 0.17446233116540866, 0.007026951450990896]","[2.881890601030144, 0.003983890490143527, 0.0067673062347279826, 0.004699744735363736, 0.007629096839143215, 0.2055]"
68,6,"[6.096126693737363, 0.009989964371354567, 0.010811109944284017, 0.0038113258232772233, 0.17446233116540866, 0.007026951450990896]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
68,7,"[6.096126693737363, 0.009989964371354567, 0.010811109944284017, 0.0038113258232772233, 0.17446233116540866, 0.007026951450990896]","[3.281856154198917, 0.005088853236754113, 0.008435414336642738, 0.00469999892786997, 0.007629000544887019, 0.2055]"
69,1,"[6.101790377823663, 0.0112211020792966, 0.009662048870054734, 0.005208444498585471, 0.2505795269726826, 0.006209751926660467]","[2.289675739549111, 0.0018267801166781665, 0.003092507956477955, 0.0037303600957816307, 0.007727086106956892, 0.2055]"
69,2,"[6.101790377823663, 0.0112211020792966, 0.009662048870054734, 0.005208444498585471, 0.2505795269726826, 0.006209751926660467]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
69,3,"[6.101790377823663, 0.0112211020792966, 0.009662048870054734, 0.005208444498585471, 0.2505795269726826, 0.006209751926660467]","[2.536283655108441, 0.0029048905995370244, 0.0049806166357396755, 0.004668676974432707, 0.007636629333902227, 0.2055]"
69,4,"[6.101790377823663, 0.0112211020792966, 0.009662048870054734, 0.005208444498585471, 0.2505795269726826, 0.006209751926660467]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
69,5,"[6.101790377823663, 0.0112211020792966, 0.009662048870054734, 0.005208444498585471, 0.2505795269726826, 0.006209751926660467]","[2.8818906010301473, 0.003983890490143539, 0.0067673062347279695, 0.004699744735363736, 0.007629096839143217, 0.2055]"
69,6,"[6.101790377823663, 0.0112211020792966, 0.009662048870054734, 0.005208444498585471, 0.2505795269726826, 0.006209751926660467]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
69,7,"[6.101790377823663, 0.0112211020792966, 0.009662048870054734, 0.005208444498585471, 0.2505795269726826, 0.006209751926660467]","[3.281856154198913, 0.0050888532367541, 0.008435414336642733, 0.00469999892786997, 0.007629000544887018, 0.2055]"
70,1,"[5.741100183663638, 0.012129400096056278, 0.009425418016974885, 0.005141321315426946, 0.21785820462550193, 0.008238985843991204]","[2.289675739549111, 0.0018267801166781665, 0.0030925079564779554, 0.0037303600957816307, 0.007727086106956892, 0.2055]"
70,2,"[5.741100183663638, 0.012129400096056278, 0.009425418016974885, 0.005141321315426946, 0.21785820462550193, 0.008238985843991204]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
70,3,"[5.741100183663638, 0.012129400096056278, 0.009425418016974885, 0.005141321315426946, 0.21785820462550193, 0.008238985843991204]","[2.5362836551084422, 0.002904890599537025, 0.004980616635739675, 0.0046686769744327065, 0.007636629333902234, 0.2055]"
70,4,"[5.741100183663638, 0.012129400096056278, 0.009425418016974885, 0.005141321315426946, 0.21785820462550193, 0.008238985843991204]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
70,5,"[5.741100183663638, 0.012129400096056278, 0.009425418016974885, 0.005141321315426946, 0.21785820462550193, 0.008238985843991204]","[2.881890601030145, 0.003983890490143527, 0.006767306234727984, 0.004699744735363736, 0.007629096839143215, 0.2055]"
70,6,"[5.741100183663638, 0.012129400096056278, 0.009425418016974885, 0.005141321315426946, 0.21785820462550193, 0.008238985843991204]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
70,7,"[5.741100183663638, 0.012129400096056278, 0.009425418016974885, 0.005141321315426946, 0.21785820462550193, 0.008238985843991204]","[3.281856154198913, 0.005088853236754101, 0.008435414336642742, 0.00469999892786997, 0.007629000544887014, 0.2055]"
71,1,"[7.135148227904372, 0.010690260012562708, 0.012727695435661258, 0.004359999837976527, 0.20013567056749088, 0.008094551695111992]","[2.2896757395491107, 0.0018267801166781663, 0.0030925079564779554, 0.0037303600957816303, 0.007727086106956895, 0.2055]"
71,2,"[7.135148227904372, 0.010690260012562708, 0.012727695435661258, 0.004359999837976527, 0.20013567056749088, 0.008094551695111992]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
71,3,"[7.135148227904372, 0.010690260012562708, 0.012727695435661258, 0.004359999837976527, 0.20013567056749088, 0.008094551695111992]","[2.5362836551084404, 0.0029048905995370223, 0.004980616635739677, 0.0046686769744327065, 0.007636629333902235, 0.2055]"
71,4,"[7.135148227904372, 0.010690260012562708, 0.012727695435661258, 0.004359999837976527, 0.20013567056749088, 0.008094551695111992]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
71,5,"[7.135148227904372, 0.010690260012562708, 0.012727695435661258, 0.004359999837976527, 0.20013567056749088, 0.008094551695111992]","[2.881890601030146, 0.003983890490143534, 0.006767306234727975, 0.004699744735363736, 0.007629096839143216, 0.2055]"
